"pays","nom pap","auteur","titre","editeur","type","editeur trad"
"SERBIE MONTÉNÉGRO","DANILO KIS","LEVINAS EMMANUEL","Entre nous. Essais sur le penser-à-l’autre","Grasset","Philosophie","Izdavacka Knjizarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","LÉVI-STRAUSS CLAUDE","Les Mythologiques","Plon","Sciences Sociales et Humaines","Kisa"
"SERBIE MONTÉNÉGRO","DANILO KIS","LÉVI-STRAUSS CLAUDE","Tristes Tropiques","Plon","Sciences Sociales et Humaines","Zepter Book World"
"SERBIE MONTÉNÉGRO","DANILO KIS","LYOTARD JEAN-FRANÇOIS","Le Différend","Minuit","Philosophie","Izdavacka Knjizarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","MAALOUF AMIN","Les Identités meurtrières","Grasset","Lettres","Paideia"
"SERBIE MONTÉNÉGRO","DANILO KIS","MALSON LUCIEN & BELLEST CHRISTIAN","Le Jazz","PUF","Arts","Biblioteka XX Vek"
"SERBIE MONTÉNÉGRO","DANILO KIS","MANET ÉDOUARD","Dans ces bras-là","Grasset","Lettres","Gutenberg’s Galaxy"
"SERBIE MONTÉNÉGRO","DANILO KIS","MANGIN VALÉRIE","Le Fléau des dieux (tomes I et II)","Géronimo","Jeunesse","System Comics"
"SERBIE MONTÉNÉGRO","DANILO KIS","MANTRAN ROBERT","Histoire de l’empire ottoman","Fayard","Sciences Sociales et Humaines","Clio"
"SERBIE MONTÉNÉGRO","DANILO KIS","MASSON ALAIN","Le Récit au cinéma","L’Étoile","Arts","Institut ZA Film"
"SERBIE MONTÉNÉGRO","DANILO KIS","MESCHONNIC HENRI","Pour la poétique (tome II)","Gallimard","Lettres","AAEN"
"SERBIE MONTÉNÉGRO","DANILO KIS","MICHEL ANDRÉE","Le Féminisme","PUF","Sciences Sociales et Humaines","Biblioteka XX Vek"
"SERBIE MONTÉNÉGRO","DANILO KIS","MIDANT-REYNES BÉATRIX","Préhistoire de l’Égypte","Armand Colin","Sciences Sociales et Humaines","Plato"
"SERBIE MONTÉNÉGRO","DANILO KIS","MODIANO PATRICK","Des inconnues","Gallimard","Lettres","Stubovi Kulture"
"SERBIE MONTÉNÉGRO","DANILO KIS","MODIANO PATRICK","Dora Bruder","Gallimard","Lettres","Stubovi Kulture"
"SERBIE MONTÉNÉGRO","DANILO KIS","MODIANO PATRICK","La Petite Bijou","Gallimard","Lettres","Stubovi Kulture"
"SERBIE MONTÉNÉGRO","DANILO KIS","MOINE RAPHAËLLE","Les Genres du cinéma","Armand Colin","Arts","Clio"
"SERBIE MONTÉNÉGRO","DANILO KIS","MOLINIE GEORGES","La Stylistique","PUF","Lettres","Nolit"
"SERBIE MONTÉNÉGRO","DANILO KIS","MOLLARD CLAUDE","L’Ingénierie culturelle","PUF","Sciences Sociales et Humaines","Clio"
"SERBIE MONTÉNÉGRO","DANILO KIS","MOONEN ANTONIUS","Petit bréviaire du snobisme","L’inventaire","Sciences Sociales et Humaines","Branko Kukic"
"SERBIE MONTÉNÉGRO","DANILO KIS","MOSCOVICI SERGE","L’Âge des foules","Fayard","Sciences Sociales et Humaines","Biblioteka XX Vek"
"SERBIE MONTÉNÉGRO","DANILO KIS","MOULIN RAYMONDE","Le Marché de l’art","Flammarion","Sciences Sociales et Humaines","Clio"
"SERBIE MONTÉNÉGRO","DANILO KIS","MULLER ISABELLE","Un amour sérodifférent","Le Seuil","Lettres","Clio"
"SERBIE MONTÉNÉGRO","DANILO KIS","NANCY JEAN-LUC","L’Expérience de la liberté","Galilée","Sciences Sociales et Humaines","Beogradski Krug"
"SERBIE MONTÉNÉGRO","DANILO KIS","NAUDON PAUL","La Franc-Maçonnerie","PUF","Sciences Sociales et Humaines","Biblioteka XX Vek"
"SERBIE MONTÉNÉGRO","DANILO KIS","ONFRAY MICHEL","La Raison gourmande","Grasset","Sciences Sociales et Humaines","Gradac"
"SERBIE MONTÉNÉGRO","DANILO KIS","ORMESSON JEAN (D ’)","Dieu, sa vie, son œuvre","Gallimard","Lettres","Plato"
"SERBIE MONTÉNÉGRO","DANILO KIS","OSTER CHRISTIAN","Mon grand appartement","Minuit","Lettres","Rad"
"SERBIE MONTÉNÉGRO","DANILO KIS","PACHET PIERRE","Autobiographie de mon père","Autrement","Lettres","Plato"
"SERBIE MONTÉNÉGRO","DANILO KIS","PÉLICIER YVES & THUILLIER GUY","La Drogue","PUF","Sciences Sociales et Humaines","Biblioteka XX Vek"
"SERBIE MONTÉNÉGRO","DANILO KIS","PENNAC DANIEL","Au bonheur des ogres","Gallimard","Lettres","Plato"
"SERBIE MONTÉNÉGRO","DANILO KIS","PENNAC DANIEL","Aux fruits de la passion","Gallimard","Lettres","Plato"
"SERBIE MONTÉNÉGRO","DANILO KIS","PENNAC DANIEL","Comme un roman","Gallimard","Lettres","Gradac"
"SERBIE MONTÉNÉGRO","DANILO KIS","PENNAC DANIEL","La Fée Carabine","Gallimard","Lettres","Nolit"
"SERBIE MONTÉNÉGRO","DANILO KIS","PENNAC DANIEL","La Petite Marchande de prose","Gallimard","Lettres","Plato"
"SERBIE MONTÉNÉGRO","DANILO KIS","PEREC GEORGES","La Vie mode d’emploi","Hachette","Lettres","Plato"
"SERBIE MONTÉNÉGRO","DANILO KIS","PERRET MICHÈLE","Introduction à l’histoire de la langue française","Armand Colin","Lettres","Magna Agenda"
"SERBIE MONTÉNÉGRO","DANILO KIS","PERRON ROGER","Histoire de la psychanalyse","PUF","Sciences Sociales et Humaines","Biblioteka XX Vek"
"SERBIE MONTÉNÉGRO","DANILO KIS","PERROT JEAN","La Linguistique","PUF","Sciences Sociales et Humaines","Nolit"
"SERBIE MONTÉNÉGRO","DANILO KIS","PINGET ROBERT","Monsieur Songe","Minuit","Lettres","Nolit"
"SERBIE MONTÉNÉGRO","DANILO KIS","PINSON DANIEL","Architecture et modernité","Flammarion","Sciences Sociales et Humaines","Clio"
"SERBIE MONTÉNÉGRO","DANILO KIS","POIRIER JEAN","Histoire de l’ethnologie","PUF","Sciences Sociales et Humaines","Biblioteka XX Vek"
"SERBIE MONTÉNÉGRO","DANILO KIS","POLIN RAYMOND","Vérités et liberté","PUF","Sciences Sociales et Humaines","Clio"
"SERBIE MONTÉNÉGRO","DANILO KIS","POROT ANTOINE","Manuel alphabétique de psychiatrie","PUF","Sciences et Techniques","Nolit"
"SERBIE MONTÉNÉGRO","DANILO KIS","POUTIGNAT PHILIPPE & STREIFF-FENART JOCELYNE","Théories de l’ethnicité","PUF","Sciences Sociales et Humaines","Biblioteka XX Vek"
"SERBIE MONTÉNÉGRO","DANILO KIS","QUENEAU RAYMOND","Les Fleurs bleues","Gallimard","Lettres","Plato"
"SERBIE MONTÉNÉGRO","DANILO KIS","QUIGNARD PASCAL","Vie secrète","Gallimard","Lettres","Plato"
"SERBIE MONTÉNÉGRO","DANILO KIS","ROBBE-GRILLET ALAIN","La Reprise","Minuit","Lettres","Rad"
"SERBIE MONTÉNÉGRO","DANILO KIS","ROLIN OLIVIER","Port-Soudan","Le Seuil","Lettres","Clio"
"SERBIE MONTÉNÉGRO","DANILO KIS","ROUAUD JEAN","Les Champs d’honneur","Minuit","Lettres","Nolit"
"SERBIE MONTÉNÉGRO","DANILO KIS","ROUDINESCO ÉLISABETH & PLON MICHEL","Dictionnaire de la psychanalyse","Fayard","Sciences Sociales et Humaines","Izdavacka Knjizarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","ROUSSEAU JEAN-JACQUES","Essai sur l’origine des langues","Gallimard","Sciences Sociales et Humaines","Izdavacka Knijarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","ROUSSET JEAN","La Littérature de l’âge baroque en France","José Corti","Lettres","Izdavacka Knjizarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","ROUX JEAN-PAUL","La Religion des Turcs et des Mongols","Payot","Sciences Sociales et Humaines","Knjizarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","SAINT-JEAN-PAULIN CHRISTIANE","La Contre-Culture","Autrement","Sciences Sociales et Humaines","Clio"
"SERBIE MONTÉNÉGRO","DANILO KIS","SAINT-JOHN PERSE","Sélection de poèmes","Gallimard","Lettres","Dosije"
"SERBIE MONTÉNÉGRO","DANILO KIS","SALVAYRE LYDIE","La Compagnie des spectres","Le Seuil","Lettres","Plato"
"SERBIE MONTÉNÉGRO","DANILO KIS","SALVAYRE LYDIE","La Puissance des mouches","Le Seuil","Lettres","Plato"
"SERBIE MONTÉNÉGRO","DANILO KIS","SANSOT PIERRE","Il vous faudra traverser la vie","Grasset","Lettres","Gutenberg’s Galaxy"
"SERBIE MONTÉNÉGRO","DANILO KIS","SANTERRES-SARKANY STÉPHANE","Théorie de la littérature","PUF","Sciences Sociales et Humaines","Nolit"
"SERBIE MONTÉNÉGRO","DANILO KIS","SANTERRES-SARKANY STÉPHANE","Théorie de la littérature","PUF","Lettres","Biblioteka XX Vek"
"SERBIE MONTÉNÉGRO","DANILO KIS","SAUSSURE FERDINAND (DE)","Cours de linguistique générale","Payot et Rivages","Sciences Sociales et Humaines","Izdavacka Knjizarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","SAUSSURE FERDINAND (DE)","Écrits de linguistique générale","Gallimard","Lettres","Izdavacka Knijarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","SCARPETTA GUY","L’Artifice","Grasset","Lettres","Svetovi"
"SERBIE MONTÉNÉGRO","DANILO KIS","SCHAEFFER JEAN-MARIE","Pourquoi la fiction ?","Le Seuil","Sciences Sociales et Humaines","Svetovi"
"SERBIE MONTÉNÉGRO","DANILO KIS","SCHNAPPER DOMINIQUE","La Communauté des citoyens","Gallimard","Sciences Sociales et Humaines","Izdavacka Knjizarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","SEMPRINI ANDREA","Le Multiculturalisme","PUF","Sciences Sociales et Humaines","Clio"
"SERBIE MONTÉNÉGRO","DANILO KIS","SIGAUD DOMINIQUE","De chape et de plomb","Gallimard","Lettres","Filip Visnjic"
"SERBIE MONTÉNÉGRO","DANILO KIS","SIMON CLAUDE","La Bataille de Pharsale","Minuit","Lettres","Paideia"
"SERBIE MONTÉNÉGRO","DANILO KIS","SIMON CLAUDE","L’Herbe","Minuit","Lettres","Paideia"
"SERBIE MONTÉNÉGRO","DANILO KIS","SIMON CLAUDE","Leçon de choses","Minuit","Lettres","Paideia"
"SERBIE MONTÉNÉGRO","DANILO KIS","SMUDJA GRADIMIR","Bordel des muses 1","Delcourt","Arts","Politikin Zabovnik"
"SERBIE MONTÉNÉGRO","DANILO KIS","SMUDJA GRADIMIR","Vincent Van Gogh","Delcourt","Arts","Politikin Zabovnik"
"SERBIE MONTÉNÉGRO","DANILO KIS","SOLLERS PHILIPPE","La Fête à Venise","Gallimard","Lettres","Prosveta"
"SERBIE MONTÉNÉGRO","DANILO KIS","SOLLERS PHILIPPE","Folies françaises","Gallimard","Lettres","Prosveta"
"SERBIE MONTÉNÉGRO","DANILO KIS","SOLLERS PHILIPPE","Studio","Gallimard","Lettres","Prosveta"
"SERBIE MONTÉNÉGRO","DANILO KIS","SORMAN GUY","Le Capital, suite et fins","Fayard","Sciences Sociales et Humaines","Izdavacka Knjizarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","SOURDEL DOMINIQUE","L’Islam","PUF","Sciences Sociales et Humaines","Biblioteka XX Vek"
"SERBIE MONTÉNÉGRO","DANILO KIS","SOUTOU GEORGES-HENRI","L’Alliance incertaine","Fayard","Lettres","Clio"
"SERBIE MONTÉNÉGRO","DANILO KIS","STAROBINSKI JEAN","Montaigne en mouvement","Gallimard","Lettres","Izdavacka Knjizarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","STAROBINSKI JEAN","L’Œil Vivant","Gallimard","Lettres","Izdavacka Knijarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","SUHAMY HENRI","La Poétique","PUF","Lettres","Biblioteka XX Vek"
"SERBIE MONTÉNÉGRO","DANILO KIS","TENZER NICOLAS","La Politique","PUF","Sciences Sociales et Humaines","Biblioteka XX Vek"
"SERBIE MONTÉNÉGRO","DANILO KIS","THÉODORIDÈS JEAN","Histoire de la biologie","PUF","Sciences et Techniques","Biblioteka XX Vek"
"SERBIE MONTÉNÉGRO","DANILO KIS","TODOROV TZVETAN","Le Jardin imparfait","Grasset","Lettres","Geo Poetika"
"SERBIE MONTÉNÉGRO","DANILO KIS","TORGUE HENRI","La Pop-music et les musiques rock","PUF","Arts","Clio"
"SERBIE MONTÉNÉGRO","DANILO KIS","TOSCAN DU PLANTIER DANIEL","« Bouleversifiant»","Le Seuil","Arts","Prosveta"
"SERBIE MONTÉNÉGRO","DANILO KIS","TOURNIER MICHEL","Éléazar ou la Source et le Buisson","Gallimard","Lettres","Nolit"
"SERBIE MONTÉNÉGRO","DANILO KIS","TOURNIER MICHEL","Petites Proses","Gallimard","Lettres","AED Studio"
"SERBIE MONTÉNÉGRO","DANILO KIS","TOUSSAINT JEAN-PHILIPPE","La Salle de bain","Minuit","Lettres","Rad"
"SERBIE MONTÉNÉGRO","DANILO KIS","VENDRIES JOSEPH","Le Langage. Introduction linguistique à l’histoire","Albin Michel","Sciences Sociales et Humaines","Izdavacka Knjizarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","VENDRIX PHILIPPE","La Musique à la Renaissance","PUF","Arts","Clio"
"SERBIE MONTÉNÉGRO","DANILO KIS","VERNANT JEAN-PIERRE","L’Univers, les Dieux, les Hommes","Le Seuil","Sciences Sociales et Humaines","Gradac"
"SERBIE MONTÉNÉGRO","DANILO KIS","VERNANT JEAN-PIERRE & VIDAL-NAQUET PIERRE","Mythe et tragédie en Grèce ancienne (2 vol.)","La Découverte","Sciences Sociales et Humaines","Izdavacka Knjizarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","VERNETTE JEAN","Les Sectes","PUF","Sciences Sociales et Humaines","Biblioteka XX Vek"
"SERBIE MONTÉNÉGRO","DANILO KIS","VIDAL-NAQUET PIERRE","La Démocratie grecque vue d’ailleurs","Flammarion","Sciences Sociales et Humaines","Gradac"
"SERBIE MONTÉNÉGRO","DANILO KIS","VILLEY MICHEL","Les Droits de l’homme","PUF","Philosophie","Biblioteka XX Vek"
"SERBIE MONTÉNÉGRO","DANILO KIS","VIRILIO PAUL","L’Espace critique","Bourgois","Philosophie","Umetnicko Drustvo Gradac"
"SERBIE MONTÉNÉGRO","DANILO KIS","VIRILIO PAUL","Guerre et cinéma. Logistique de la perception","L’Étoile","Sciences Sociales et Humaines","Institut ZA Film"
"SERBIE MONTÉNÉGRO","DANILO KIS","WAYSAND GEORGES","Estoucha","Denoël","Lettres","Zepter Book World"
"SERBIE MONTÉNÉGRO","DANILO KIS","WEIL SIMONE","La Pesanteur et la Grâce","Plon","Philosophie","Plavi Jahac group"
"SERBIE MONTÉNÉGRO","DANILO KIS","WHITE KENNETH","Les Cygnes sauvages","Grasset","Lettres","Geo Poetika"
"SERBIE MONTÉNÉGRO","DANILO KIS","YOURCENAR MARGUERITE","Archives du Nord","Gallimard","Lettres","Izdavacka Knjizarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","YOURCENAR MARGUERITE","Le Labyrinthe du monde (3 vol.)","Gallimard","Lettres","Izdavacka Knjizarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","YOURCENAR MARGUERITE","Quoi ? L’éternité","Gallimard","Lettres","Izdavacka Knjizarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","YOURCENAR MARGUERITE","Souvenirs pieux","Gallimard","Lettres","Izdavacka Knjizarnica"
"SERBIE MONTÉNÉGRO","DANILO KIS","ZARKA JEAN-CLAUDE","L’Essentiel de l’Union européenne et du droit communautaire","EJA","Sciences Sociales et Humaines","Institut G 17"
"SERBIE MONTÉNÉGRO","DANILO KIS","ZISCHLER HANS","Kafka va au cinéma","L’Étoile","Arts","Institut ZA Film"
"SERBIE MONTÉNÉGRO","DANILO KIS","THIESSE ANNE-MARIE","La Création des identités nationales","Le Seuil","Sciences Sociales et Humaines","Dukagjini Libraria"
"SLOVAQUIE","FÉLIX","COLLECTIF","Les Grandes Énigmes","Larousse","Sciences Sociales et Humaines","Mlade Leta"
"SLOVAQUIE","FÉLIX","COLLECTIF","Ils ont fait l’histoire du monde","Larousse","Sciences Sociales et Humaines","Mlade Leta"
"SLOVAQUIE","FÉLIX","COLLECTIF","Ils ont fait l’histoire du monde (vol. II, III et IV)","Larousse","Sciences Sociales et Humaines","Slovenske Pedagogicke"
"SLOVAQUIE","FÉLIX","ABECASSIS ÉLIETTE","La Répudiée","Albin Michel","Lettres","Sofa"
"SLOVAQUIE","FÉLIX","ALBERT MICHEL","Capitalisme contre capitalisme","Le Seuil","Sciences Sociales et Humaines","Elita"
"SLOVAQUIE","FÉLIX","BADINTER ÉLISABETH","XY. De l’identité masculine","Odile Jacob","Sciences Sociales et Humaines","Aspekt"
"SLOVAQUIE","FÉLIX","BARTHES ROLAND","Critique et Vérité","Le Seuil","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","BARTHES ROLAND","Le Degré zéro de l’écriture","Le Seuil","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","BARTHES ROLAND","Leçon","Le Seuil","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","BARTHES ROLAND","Le Plaisir du texte","Le Seuil","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","BARTHES ROLAND","La Tour Eiffel","Le Seuil","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","BATAILLE GEORGES","L’Érotisme","Minuit","Sciences Sociales et Humaines","Pristojova Technika"
"SLOVAQUIE","FÉLIX","BAUDRILLARD JEAN","Simulacres et Simulation","Galilée","Philosophie","Archa"
"SLOVAQUIE","FÉLIX","BEAUVOIR SIMONE (DE)","Une mort très douce","Gallimard","Lettres","Q 111"
"SLOVAQUIE","FÉLIX","BECKETT SAMUEL","En attendant Godot","Minuit","Lettres","Drewo a srd"
"SLOVAQUIE","FÉLIX","BECKETT SAMUEL","Malone meurt","Minuit","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","BECKETT SAMUEL","Premier amour","Minuit","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","BERNANOS GEORGES","Journal d’un curé de campagne","Plon","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","BONNEFOY YVES","Anthologie de l’œuvre poétique","Mercure de France","Lettres","Fondation littéraire Studna"
"SLOVAQUIE","FÉLIX","BRETON ANDRÉ","Nadja","Gallimard","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","BRIGHELLI JEAN-PAUL","Sade","Larousse","Lettres","Vydavatelstvo Pristojova Technika"
"SLOVAQUIE","FÉLIX","BRUCKNER PASCAL","Misère de la prospérité","Grasset","Sciences Sociales et Humaines","Kalligram"
"SLOVAQUIE","FÉLIX","CAMUS ALBERT","La Chute","Gallimard","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","CAMUS ALBERT","L’Envers et l’endroit","Gallimard","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","CAMUS ALBERT","L’Étranger","Gallimard","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","CAMUS ALBERT","L’Exil et le Royaume","Gallimard","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","CAMUS ALBERT","L’Homme révolté","Gallimard","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","CAMUS ALBERT","La Mort heureuse","Gallimard","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","CAMUS ALBERT","Le Mythe de Sisyphe","Gallimard","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","CAMUS ALBERT","Le Premier Homme","Gallimard","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","CÉLINE LOUIS-FERDINAND","Voyage au bout de la nuit","Gallimard","Lettres","Agora"
"SLOVAQUIE","FÉLIX","CHATEAUREYNAUD GEORGES-OLIVIER","Styx","Actes Sud","Lettres","Revue Svetovej Literatury"
"SLOVAQUIE","FÉLIX","CLAUDEL PAUL","L’Échange","Mercure de France","Lettres","Petrus"
"SLOVAQUIE","FÉLIX","COHEN RAPHAËL","Le Talmud","Grancher","Sciences Sociales et Humaines","Sofa"
"SLOVAQUIE","FÉLIX","COMPAGNON ANTOINE","Le Démon de la théorie","Le Seuil","Sciences Sociales et Humaines","Kalligram"
"SLOVAQUIE","FÉLIX","COURTOIS STÉPHANE","Le Livre noir du communisme","Laffont","Sciences Sociales et Humaines","Agora"
"SLOVAQUIE","FÉLIX","DARRIEUSSECQ MARIE","Truismes","POL","Lettres","Hajko et Hajkova"
"SLOVAQUIE","FÉLIX","DELEUZE GILLES","À quoi reconnaît-on le structuralisme ?","Hachette","Philosophie","Archa"
"SLOVAQUIE","FÉLIX","DELEUZE GILLES","Pourparlers","Minuit","Philosophie","Archa"
"SLOVAQUIE","FÉLIX","DELEUZE GILLES","Présentation de Sacher Mazoch","Minuit","Sciences Sociales et Humaines","Pristojova Technika"
"SLOVAQUIE","FÉLIX","DERRIDA JACQUES","De la grammatologie","Minuit","Philosophie","Archa"
"SLOVAQUIE","FÉLIX","DERRIDA JACQUES","La Dissémination","Le Seuil","Philosophie","Archa"
"SLOVAQUIE","FÉLIX","DERRIDA JACQUES","Edmond Jabès et la question du livre","Le Seuil","Philosophie","Archa"
"SLOVAQUIE","FÉLIX","DERRIDA JACQUES","Éperons. Les styles de Nietzsche","Flammarion","Philosophie","Archa"
"SLOVAQUIE","FÉLIX","DERRIDA JACQUES","Marges de la philosophie (extraits)","Minuit","Philosophie","Archa"
"SLOVAQUIE","FÉLIX","DERRIDA JACQUES","Positions","Minuit","Philosophie","Archa"
"SLOVAQUIE","FÉLIX","DERRIDA JACQUES","La Structure, le signe et le jeu dans le discours des sciences humaines","Le Seuil","Philosophie","Archa"
"SLOVAQUIE","FÉLIX","DERRIDA JACQUES","La Voix et le Phénomène","PUF","Philosophie","Archa"
"SLOVAQUIE","FÉLIX","DU BOUCHET ANDRÉ","Anthologie de l’œuvre poétique","Mercure de France","Lettres","Fondation littéraire Studna"
"SLOVAQUIE","FÉLIX","DUFRESNE CLAUDE","Frédéric Chopin","Perrin/Plon","Lettres","Remedium"
"SLOVAQUIE","FÉLIX","DURAS MARGUERITE","Détruire dit-elle","Minuit","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","DURRINGER XAVIER","Ex-voto","Éd. Théâtrales","Lettres","Obcianske zdruzanic VLNA"
"SLOVAQUIE","FÉLIX","ECHENOZ JEAN","Un an","Minuit","Lettres","Revue Svetovej Litteratury"
"SLOVAQUIE","FÉLIX","ELIADE MIRCEA","Histoire des croyances et des idées religieuses (3 vol.)","Payot","Sciences Sociales et Humaines","Agora"
"SLOVAQUIE","FÉLIX","FERRY JEAN","Le Mécanicien et autres contes","Gallimard","Lettres","Pristojova Technika"
"SLOVAQUIE","FÉLIX","FERRY LUC","L’Homme-Dieu","Grasset","Philosophie","Agora"
"SLOVAQUIE","FÉLIX","FIECHTER JEAN-JACQUES","Tiré à part","Denoël","Lettres","Sofa"
"SLOVAQUIE","FÉLIX","FINKIELKRAUT ALAIN","La Défaite de la pensée","Gallimard","Philosophie","Agora"
"SLOVAQUIE","FÉLIX","FOUCAULT MICHEL","Ceci n’est pas une pipe","Fata Morgana","Philosophie","Archa"
"SLOVAQUIE","FÉLIX","FOUCAULT MICHEL","Les Mots et les Choses","Gallimard","Philosophie","Archa"
"SLOVAQUIE","FÉLIX","FOUCAULT MICHEL","Surveiller et punir","Gallimard","Philosophie","Kalligram"
"SLOVAQUIE","FÉLIX","FURET FRANÇOIS","Fascisme et communisme","Plon","Sciences Sociales et Humaines","Agora"
"SLOVAQUIE","FÉLIX","FURET FRANÇOIS","Le Passé d’une illusion","Laffont","Sciences Sociales et Humaines","Agora"
"SLOVAQUIE","FÉLIX","GAUCHET MARCEL","Le Désenchantement du monde","Gallimard","Sciences Sociales et Humaines","Agora"
"SLOVAQUIE","FÉLIX","GAUCHET MARCEL","La Religion dans la démocratie","Gallimard","Sciences Sociales et Humaines","Agora"
"SLOVAQUIE","FÉLIX","GAVALDA ANNA","35 kilos d’espoir","Bayard","Lettres","Sofa"
"SLOVAQUIE","FÉLIX","GAVALDA ANNA","Je l’aimais","Le Dilettante","Lettres","Sofa"
"SLOVAQUIE","FÉLIX","GAVALDA ANNA","Je voudrais que quelqu’un m’attende quelque part","Le Dilettante","Lettres","Sofa"
"SLOVAQUIE","FÉLIX","GENETTE GÉRARD","Métalepse","Le Seuil","Sciences Sociales et Humaines","Kalligram"
"SLOVAQUIE","FÉLIX","GERMAIN SYLVIE","L’Enfant méduse","Gallimard","Lettres","Causa"
"SLOVAQUIE","FÉLIX","GIDE ANDRÉ","El Hadj","Gallimard","Lettres","Tatran"
"SLOVAQUIE","FÉLIX","GIDE ANDRÉ","L’Immoraliste","Mercure de France","Lettres","Tatran"
"SLOVAQUIE","FÉLIX","GIDE ANDRÉ","Les Nourritures terrestres","Gallimard","Lettres","Tatran"
"SLOVAQUIE","FÉLIX","GIDE ANDRÉ","Paludes","Gallimard","Lettres","Tatran"
"SLOVAQUIE","FÉLIX","GIDE ANDRÉ","Le Prométhée mal enchaîné","Gallimard","Lettres","Tatran"
"SLOVAQUIE","FÉLIX","GIDE ANDRÉ","Retouches à mon retour de l’URSS","Gallimard","Lettres","Tatran"
"SLOVAQUIE","FÉLIX","GIDE ANDRÉ","Le Retour de l’enfant prodigue","Gallimard","Lettres","Tatran"
"SLOVAQUIE","FÉLIX","GIDE ANDRÉ","Le Retour de l’URSS","Gallimard","Lettres","Tatran"
"SLOVAQUIE","FÉLIX","GIDE ANDRÉ","Si le grain ne meurt","Gallimard","Lettres","Tatran"
"SLOVAQUIE","FÉLIX","GIDE ANDRÉ","La Tentative amoureuse","Gallimard","Lettres","Tatran"
"SLOVAQUIE","FÉLIX","GIDE ANDRÉ","Thésée","Gallimard","Lettres","Tatran"
"SLOVAQUIE","FÉLIX","GIDE ANDRÉ","Le Traité de Narcisse","Gallimard","Lettres","Tatran"
"SLOVAQUIE","FÉLIX","GIDE ANDRÉ","Le Voyage d’Urien","Gallimard","Lettres","Tatran"
"SLOVAQUIE","FÉLIX","GIRAUD CLAUDE","Histoire de la sociologie","PUF","Sciences Sociales et Humaines","Sofa"
"SLOVAQUIE","FÉLIX","GLUCKSMANN ANDRÉ","Dostoïevski à Manhattan","Robert Laffont","Sciences Sociales et Humaines","Agora"
"SLOVAQUIE","FÉLIX","GOETSCHEL ROLAND","La Kabbale","PUF","Sciences Sociales et Humaines","Archa"
"SLOVAQUIE","FÉLIX","GRANGÉ JEAN-CHRISTOPHE","Le Vol des cigognes","Albin Michel","Lettres","Slovensky Spisovatel"
"SLOVAQUIE","FÉLIX","GRAWITZ MADELEINE & LECA JEAN","Traité de science politique","PUF","Sciences Sociales et Humaines","KM-System"
"SLOVAQUIE","FÉLIX","HAYOUN MAURICE-RUBEN","La Philosophie médiévale juive","PUF","Sciences Sociales et Humaines","Archa"
"SLOVAQUIE","FÉLIX","HÉNAULT ANNE","Histoire de la sémiotique","PUF","Sciences Sociales et Humaines","Archa"
"SLOVAQUIE","FÉLIX","HIRIGOYEN MARIE-FRANCE","Le Harcèlement moral","Syros","Sciences Sociales et Humaines","Sofa"
"SLOVAQUIE","FÉLIX","HOUELLEBECQ MICHEL","Les Particules élémentaires","Flammarion","Lettres","Agora"
"SLOVAQUIE","FÉLIX","IMBERT JEAN","La Peine de mort","PUF","Sciences Sociales et Humaines","Archa"
