"pays","nom pap","auteur","titre","editeur","type","editeur trad"
"BRÉSIL","DRUMMOND DE ANDRADE","MEDDEB ABDELWAHAB","La Maladie de l’Islam","Le Seuil","Sciences Sociales et Humaines","UFMG"
"BRÉSIL","DRUMMOND DE ANDRADE","MEILLASSOUX CLAUDE","Anthropologie de l’esclavage","PUF","Sciences Sociales et Humaines","Jorge Zahar"
"BRÉSIL","DRUMMOND DE ANDRADE","MICHON PIERRE","Rimbaud le fils","Gallimard","Lettres","Sulina"
"BRÉSIL","DRUMMOND DE ANDRADE","MICHON PIERRE","Rimbaud le fils","Gallimard","Lettres","Sulina"
"BRÉSIL","DRUMMOND DE ANDRADE","MICHON PIERRE","Vies minuscules","Gallimard","Lettres","Estacao Liberdade"
"BRÉSIL","DRUMMOND DE ANDRADE","MISSAC PIERRE","Passage de Walter Benjamin","Le Seuil","Sciences Sociales et Humaines","Iluminuras"
"BRÉSIL","DRUMMOND DE ANDRADE","MONDZAIN MARIE-JOSÉ","Image, icône, économie","Le Seuil","Sciences Sociales et Humaines","Editora 34"
"BRÉSIL","DRUMMOND DE ANDRADE","MORIN EDGAR","L’Homme et la Mort","Le Seuil","Sciences Sociales et Humaines","Imago Editora"
"BRÉSIL","DRUMMOND DE ANDRADE","MORIN EDGAR","La Méthode (tome I)","Le Seuil","Sciences Sociales et Humaines","Sulina"
"BRÉSIL","DRUMMOND DE ANDRADE","MORIN EDGAR","La Méthode (tome II)","Le Seuil","Sciences Sociales et Humaines","Sulina"
"BRÉSIL","DRUMMOND DE ANDRADE","MOULIER BOUTANG YANN","« Louis Althusser», une biographie (2 vol.)","Grasset","Philosophie","Editora 34"
"BRÉSIL","DRUMMOND DE ANDRADE","MURALT ANDRÉ (DE)","La Métaphysique du phénomène","Librairie philo. Vrin","Philosophie","Editora 34"
"BRÉSIL","DRUMMOND DE ANDRADE","NDIAYE MARIE","Comédie classique","POL","Lettres","Estacao Liberdade"
"BRÉSIL","DRUMMOND DE ANDRADE","NOTHOMB AMÉLIE","Robert des noms propres","Albin Michel","Lettres","Nova Fronteira"
"BRÉSIL","DRUMMOND DE ANDRADE","NOVARINA VALÈRE","Pour Louis de Funès. Lettre aux acteurs","POL","Lettres","Sette Letras"
"BRÉSIL","DRUMMOND DE ANDRADE","NOVARINA VALÈRE","Le Sas","Éd. Théâtrales","Lettres","Sette Letras"
"BRÉSIL","DRUMMOND DE ANDRADE","NOVARINA VALÈRE","Zoo de nuit","Éd. Théâtrales","Lettres","Sette Letras"
"BRÉSIL","DRUMMOND DE ANDRADE","PENNAC DANIEL","Cabot-Caboche","Gallimard","Jeunesse","Agir S/A Editora"
"BRÉSIL","DRUMMOND DE ANDRADE","PENNAC DANIEL","Kamo","Gallimard","Jeunesse","Salamandra"
"BRÉSIL","DRUMMOND DE ANDRADE","PENNAC DANIEL","L’Œil du loup","Gallimard","Jeunesse","Agir S/A Editora"
"BRÉSIL","DRUMMOND DE ANDRADE","PIGNARRE PHILIPPE","Qu’est-ce qu’un médicament ?","La Découverte","Sciences et Techniques","Editora 34"
"BRÉSIL","DRUMMOND DE ANDRADE","PLAISANCE ERICH & VERGNAUD GÉRARD","Les Sciences de l’éducation","La Découverte","Sciences Sociales et Humaines","Editora Da Universidade Federal"
"BRÉSIL","DRUMMOND DE ANDRADE","PONNAU DOMINIQUE","Figures de Dieu. La religion dans l’art","Text","Arts","Fluminense UNESP"
"BRÉSIL","DRUMMOND DE ANDRADE","POUTIGNAT PIERRE & STREIFF-FENART JOCELYNE","Théories de l’ethnicité","PUF","Sciences Sociales et Humaines","Unesp"
"BRÉSIL","DRUMMOND DE ANDRADE","PROUST MARCEL","La Mort de Baltassare Silvande et autres histoires","Gallimard","Lettres","Editora Paraula"
"BRÉSIL","DRUMMOND DE ANDRADE","PROUST MARCEL","Un amour de Swann","Gallimard","Lettres","LPM"
"BRÉSIL","DRUMMOND DE ANDRADE","QUENEAU RAYMOND","Exercices de style","Gallimard","Lettres","Imago Editora"
"BRÉSIL","DRUMMOND DE ANDRADE","QUINTANE NATHALIE","Début","POL","Lettres","Cosac & Naify"
"BRÉSIL","DRUMMOND DE ANDRADE","RANCIÈRE JACQUES","La Mésentente","Galilée","Philosophie","Editora 34"
"BRÉSIL","DRUMMOND DE ANDRADE","RANCIÈRE JACQUES","Politiques de l’écriture (recueil d’articles)","","Philosophie","Editora 34"
"BRÉSIL","DRUMMOND DE ANDRADE","REEVES HUBERT & ROSNAY JOËL (DE)","La Plus Belle Histoire du monde Les secrets de nos origines","Le Seuil","Sciences et Techniques","Vozes Petropolis"
"BRÉSIL","DRUMMOND DE ANDRADE","RÉMOND RENÉ","Pour une histoire politique","Le Seuil","Sciences Sociales et Humaines","Editora Da Fundacao Getulio Vargas"
"BRÉSIL","DRUMMOND DE ANDRADE","RICŒUR PAUL","Temps et Récit (2 vol.)","Le Seuil","Philosophie","Papirus Campinas"
"BRÉSIL","DRUMMOND DE ANDRADE","ROCHÉ HENRI-PIERRE","Carnets. Les années Jules et Jim","Karin Grunds","Lettres","Nova Fronteira"
"BRÉSIL","DRUMMOND DE ANDRADE","ROSOLATO GUY","La Portée du désir","PUF","Sciences Sociales et Humaines","Jorge Zahar"
"BRÉSIL","DRUMMOND DE ANDRADE","ROSSET CLÉMENT","La Force majeure","Minuit","Philosophie","Relume Dumara"
"BRÉSIL","DRUMMOND DE ANDRADE","ROUDINESCO ÉLISABETH & PLON MICHEL","Dictionnaire de la psychanalyse","Fayard","Sciences Sociales et Humaines","Jorge Zahar"
"BRÉSIL","DRUMMOND DE ANDRADE","RUBY CHRISTIAN","Introduction à la philosophie politique","Gallimard","Philosophie","Unesp"
"BRÉSIL","DRUMMOND DE ANDRADE","RYGAERT JEAN-PIERRE","Lire le théâtre contemporain","Dunod","Lettres","Martins Fontes"
"BRÉSIL","DRUMMOND DE ANDRADE","SAINT-JOHN PERSE","Amers","Gallimard","Lettres","Atelie Editorial"
"BRÉSIL","DRUMMOND DE ANDRADE","SALAMA PIERRE & DESTREMAU BLANDINE","Mesures et démesures de la pauvreté","La Découverte","Sciences Sociales et Humaines","Garamond"
"BRÉSIL","DRUMMOND DE ANDRADE","SAND GEORGE","Le Chêne parlant","Bourgois","Lettres","Paraula"
"BRÉSIL","DRUMMOND DE ANDRADE","SAND GEORGE","La Reine Coux","Bourgois","Lettres","Paraula"
"BRÉSIL","DRUMMOND DE ANDRADE","SARTRE JEAN-PAUL","Critique de la raison dialectique","Gallimard","Philosophie","DPEA"
"BRÉSIL","DRUMMOND DE ANDRADE","SARTRE JEAN-PAUL","Saint Genet, comédien et martyr","Gallimard","Lettres","Vozes"
"BRÉSIL","DRUMMOND DE ANDRADE","SCHMITT ÉRIC-EMMANUEL","Variations énigmatiques","Albin Michel","Lettres","Sette Letras"
"BRÉSIL","DRUMMOND DE ANDRADE","SCHUHL JEAN-JACQUES","Ingrid Caven","Gallimard","Lettres","Companhia Das Letras"
"BRÉSIL","DRUMMOND DE ANDRADE","SENNELART MICHEL","Les Arts de gouverner","Le Seuil","Sciences Sociales et Humaines","Editora 34"
"BRÉSIL","DRUMMOND DE ANDRADE","SERRES MICHEL","Le Tiers instruit","Gallimard","Philosophie","Nova Fronteira"
"BRÉSIL","DRUMMOND DE ANDRADE","SFEZ LUCIEN","Dictionnaire de la communication","PUF","Sciences Sociales et Humaines","Imago Editora"
"BRÉSIL","DRUMMOND DE ANDRADE","SIMON CLAUDE","Le Tramway","Minuit","Lettres","Sulina"
"BRÉSIL","DRUMMOND DE ANDRADE","SIMON YVES","Le Prochain Amour","Grasset","Lettres","Sulina"
"BRÉSIL","DRUMMOND DE ANDRADE","SIMONDON GILBERT","L’Individuation et sa genèse physico-biologique","Jérôme Millon","Sciences Sociales et Humaines","Editora 34"
"BRÉSIL","DRUMMOND DE ANDRADE","SOLLERS PHILIPPE","Le Paradis de Cézanne","Gallimard","Lettres","Jose Olympio"
"BRÉSIL","DRUMMOND DE ANDRADE","SOLLERS PHILIPPE","Sade contre l’être suprême","Gallimard","Lettres","Estacao Libertade Livraria"
"BRÉSIL","DRUMMOND DE ANDRADE","SORMAN GUY","Le Capital, suite et fins","Fayard","Sciences Sociales et Humaines","Francisco Alves"
"BRÉSIL","DRUMMOND DE ANDRADE","STAROBINSKI JEAN","L’Invention de la liberté","Skira","Lettres","Unesp"
"BRÉSIL","DRUMMOND DE ANDRADE","STAROBINSKI JEAN","Montaigne en mouvement","Gallimard","Lettres","Companhia Das Letras"
"BRÉSIL","DRUMMOND DE ANDRADE","STENGERS ISABELLE","Naissance des sciences modernes","La Découverte","Philosophie","Editora 34"
"BRÉSIL","DRUMMOND DE ANDRADE","TILLINAC DENIS","Je me souviens de Paris","Flammarion","Lettres","Jose Olympio"
"BRÉSIL","DRUMMOND DE ANDRADE","TOCQUEVILLE ALEXIS (DE)","La Démocratie en Amérique","","Lettres","Martins Fontes"
"BRÉSIL","DRUMMOND DE ANDRADE","TOURAINE ALAIN","Pourrons-nous vivre ensemble ?","Fayard","Sciences Sociales et Humaines","Vozes Petropolis"
"BRÉSIL","DRUMMOND DE ANDRADE","TOURNIER MICHEL","Vendredi ou la vie sauvage","Gallimard","Lettres","Bertrand Brasil"
"BRÉSIL","DRUMMOND DE ANDRADE","TOUSSAINT JEAN-FRANÇOIS","La Télévision","Minuit","Lettres","Editora 34"
"BRÉSIL","DRUMMOND DE ANDRADE","VALADIER PAUL","Éloge de la conscience","Le Seuil","Sciences Sociales et Humaines","Unisinos"
"BRÉSIL","DRUMMOND DE ANDRADE","VALENSI LUCETTE","Fables de la mémoire","Le Seuil","Sciences Sociales et Humaines","Nova Fronteira"
"BRÉSIL","DRUMMOND DE ANDRADE","VALÉRY PAUL","Charmes","Gallimard","Lettres","Sette Letras"
"BRÉSIL","DRUMMOND DE ANDRADE","VARELA FRANCISCO","Un savoir sur l’éthique","La Découverte","Sciences Sociales et Humaines","Editora Palas Athena Do Brasil"
"BRÉSIL","DRUMMOND DE ANDRADE","VARGAS FRED","Pars vite et reviens tard","Viviane Hamy","Lettres","Companhia Das Letras"
"BRÉSIL","DRUMMOND DE ANDRADE","VIAN BORIS","Poésies","Fayard","Lettres","Nankin"
"BRÉSIL","DRUMMOND DE ANDRADE","VIDAL-NAQUET PIERRE","Le Monde d’Homère","Perrin","Sciences Sociales et Humaines","Companhia Das Letras"
"BRÉSIL","DRUMMOND DE ANDRADE","VIRILIO PAUL","Cybermonde, la politique du pire","Textuel","Philosophie","Relume Dumara"
"BRÉSIL","DRUMMOND DE ANDRADE","VIRILIO PAUL","L’Espace critique","Bourgois","Philosophie","Editora 34"
"BRÉSIL","DRUMMOND DE ANDRADE","VIRILIO PAUL","La Notion d’accident","Galilée","Philosophie","Estacao Libertade"
"BRÉSIL","DRUMMOND DE ANDRADE","WOLTON DOMINIQUE","Internet, et après ?","Flammarion","Sciences Sociales et Humaines","Sulina"
"BRÉSIL","DRUMMOND DE ANDRADE","ZARKA YVES CHARLES","Hobbes et la pensée politique moderne","PUF","Philosophie","Lepm"
"BRÉSIL","DRUMMOND DE ANDRADE","ZUMTHOR PAUL","La Lettre et la Voix","Le Seuil","Sciences Sociales et Humaines","Companhia Das Letras"
"BULGARIE","VITOCHA","COLLECTIF","18 titres de la collection « Que sais-je ? »","PUF","Sciences Sociales et Humaines","Odri"
"BULGARIE","VITOCHA","COLLECTIF","6 titres de la collection « cascade (policier jeunesse)»","Rageot","Jeunesse","Nov Zlatorog"
"BULGARIE","VITOCHA","COLLECTIF","6 titres de la collection « ABCdaire»","Flammarion","Arts;Lettres","Uniscorp"
"BULGARIE","VITOCHA","COLLECTIF","8 titres de la collection « Que sais-je ? »","PUF","Sciences Sociales et Humaines","Kama"
"BULGARIE","VITOCHA","COLLECTIF","ABCdaire de la chasse","Flammarion","Sciences Sociales et Humaines","Uniscorp"
"BULGARIE","VITOCHA","COLLECTIF","Afrique, Amériques et Océanie","Larousse","Sciences Sociales et Humaines","Icon"
"BULGARIE","VITOCHA","COLLECTIF","Animaux","Fleurus","Jeunesse","Pan Publishing House"
"BULGARIE","VITOCHA","COLLECTIF","Les Animaux (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","L’Aventure des livres","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","La Campagne (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","Le Carnaval des animaux","Nathan","Jeunesse","Intervigor"
"BULGARIE","VITOCHA","COLLECTIF","Comprendre l’IRM","Masson","Sciences et Techniques","Medizina I Fizkultura"
"BULGARIE","VITOCHA","COLLECTIF","Le Corps (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","Les Couples célèbres","Larousse","Sciences Sociales et Humaines","Icon"
"BULGARIE","VITOCHA","COLLECTIF","Découvertes et inventions","Larousse Bordas","Sciences Sociales et Humaines","Icon"
"BULGARIE","VITOCHA","COLLECTIF","Dictionnaire de la civilisation égyptienne","Larousse","Sciences Sociales et Humaines","Paradox"
"BULGARIE","VITOCHA","COLLECTIF","Dictionnaire de la civilisation grecque","Larousse","Sciences Sociales et Humaines","Paradox"
"BULGARIE","VITOCHA","COLLECTIF","Dictionnaire de la civilisation romaine","Larousse","Sciences Sociales et Humaines","Paradox"
"BULGARIE","VITOCHA","COLLECTIF","Dictionnaire de la mythologie grecque et romaine","Larousse","Sciences Sociales et Humaines","Eurasia Abagar"
"BULGARIE","VITOCHA","COLLECTIF","Dictionnaire de la psychanalyse","Larousse","Sciences Sociales et Humaines","Eurasia Abagar"
"BULGARIE","VITOCHA","COLLECTIF","Dictionnaire de la psychiatrie","Larousse","Sciences et Techniques","Eurasia Abagar"
"BULGARIE","VITOCHA","COLLECTIF","Dictionnaire de la psychologie","Larousse","Sciences Sociales et Humaines","Eurasia Abagar"
"BULGARIE","VITOCHA","COLLECTIF","Le Dictionnaire des drogues","Larousse","Sciences Sociales et Humaines","Riva"
"BULGARIE","VITOCHA","COLLECTIF","Dictionnaire des femmes célèbres","Laffont","Sciences Sociales et Humaines","Valent"
"BULGARIE","VITOCHA","COLLECTIF","Les Dinosaures (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","Europe et Asie","Larousse","Sciences Sociales et Humaines","Icon"
"BULGARIE","VITOCHA","COLLECTIF","Fabriquer (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","La Faculté de juger (Colloque de Cerisy)","Minuit","Philosophie","Arges"
"BULGARIE","VITOCHA","COLLECTIF","Forêt","Fleurus","Jeunesse","Pan Publishing House"
"BULGARIE","VITOCHA","COLLECTIF","Le Français commercial","Larousse/UGE","Sciences Sociales et Humaines","Lettera"
"BULGARIE","VITOCHA","COLLECTIF","Grand Dictionnaire de la psychologie","Larousse","Sciences Sociales et Humaines","Faber"
"BULGARIE","VITOCHA","COLLECTIF","Les Grandes Énigmes","Larousse Bordas","Sciences Sociales et Humaines","Icon"
"BULGARIE","VITOCHA","COLLECTIF","Les Grandes Tragédies","Larousse","Lettres","Icon"
"BULGARIE","VITOCHA","COLLECTIF","Les Grands Événements de l’histoire du monde","Larousse","Sciences Sociales et Humaines","Icon"
"BULGARIE","VITOCHA","COLLECTIF","L’Histoire (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","Histoire de l’art","Larousse Bordas","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","Histoire de la famille (tomes I et II)","Armand Colin","Sciences Sociales et Humaines","Lik"
"BULGARIE","VITOCHA","COLLECTIF","Histoire des mœurs (tome I), coll. « Bibliothèque de la Pléiade»","Gallimard","Sciences Sociales et Humaines","Lik"
"BULGARIE","VITOCHA","COLLECTIF","Histoire du monde","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","Imagerie de l’Espace","Fleurus","Jeunesse","Pan Publishing House"
"BULGARIE","VITOCHA","COLLECTIF","Les Inventions, (coll. « imagerie»)","Fleurus","Jeunesse","Pan Publishing House"
"BULGARIE","VITOCHA","COLLECTIF","Larousse de poche","Larousse","Sciences Sociales et Humaines","Abagar"
"BULGARIE","VITOCHA","COLLECTIF","Mathématiques et informatiques (l’encyclopédie des jeunes)","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","Memo","SEJER","Lettres","Icon"
"BULGARIE","VITOCHA","COLLECTIF","Mémo junior","Larousse Bordas","Jeunesse","Icon"
"BULGARIE","VITOCHA","COLLECTIF","La Mer (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","Les Métiers. Encyclopédie des 5/7 ans","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","Mon premier dictionnaire trilingue","Nathan","Sciences Sociales et Humaines","Colibri"
"BULGARIE","VITOCHA","COLLECTIF","La Montagne","Fleurus","Jeunesse","Pan Publishing House"
"BULGARIE","VITOCHA","COLLECTIF","La Musique","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","Napoléon et l’Empire. ABCdaire","Flammarion","Sciences Sociales et Humaines","Uniscorp"
"BULGARIE","VITOCHA","COLLECTIF","Les Œuvres artistiques","Larousse","Jeunesse","Icon"
"BULGARIE","VITOCHA","COLLECTIF","Les Peuples (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","Les Plantes (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","La Science (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","Le temps qu’il fait (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","La Terre (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","Les Transports (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","COLLECTIF","L’Univers (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse"
"BULGARIE","VITOCHA","AGACINSKI SYLVIANE","Le Passeur de temps","Le Seuil","Sciences Sociales et Humaines","Lik"
"BULGARIE","VITOCHA","AGACINSKI SYLVIANE","Politique des sexes","Le Seuil","Sciences Sociales et Humaines","HURA"
"BULGARIE","VITOCHA","AGACINSKI SYLVIANE","Volume","Galilée","Sciences Sociales et Humaines","HURA"
"BULGARIE","VITOCHA","AGNÈS YVES","Manuel de journalisme","La Découverte","Sciences Sociales et Humaines","Kama"
"BULGARIE","VITOCHA","ANDREU GUILLEMETTE","ABCdaire de l’Égypte ancienne","Flammarion","Sciences Sociales et Humaines","Uniscorp"
"BULGARIE","VITOCHA","ANDREVON JEAN-PIERRE","Le Reflux de la nuit","Denoël","Sciences Sociales et Humaines","Dimant"
"BULGARIE","VITOCHA","ANOUILH JEAN","Becket ou l’Honneur de Dieu","La Table Ronde","Lettres","Critique et Humanisme"
"BULGARIE","VITOCHA","ARAGON LOUIS","La Mise à mort","Gallimard","Lettres","Prozorets"
"BULGARIE","VITOCHA","ARIÈS PHILIPPE","L’Homme devant la mort (tomes I et II)","Le Seuil","Sciences Sociales et Humaines","Lik"
"BULGARIE","VITOCHA","ARON PAUL","Le Dictionnaire du littéraire","PUF","Lettres","Kama"
"BULGARIE","VITOCHA","ARON RAYMOND","Démocratie et Totalitarisme","Gallimard","Philosophie","Arges"
"BULGARIE","VITOCHA","ARON RAYMOND","Dix-Huit Leçons sur la société industrielle","Gallimard","Philosophie","Liubomadrie"
"BULGARIE","VITOCHA","ARON RAYMOND","Études politiques","Gallimard","Sciences Sociales et Humaines","Eon-2000"
"BULGARIE","VITOCHA","ARON RAYMOND","Histoire et dialectique de la violence","Gallimard","Philosophie","Liubomadrie"
"BULGARIE","VITOCHA","ARON RAYMOND","Œuvres choisies","Gallimard","Philosophie","Multitrade & Microprinting"
"BULGARIE","VITOCHA","ARON RAYMOND","Paix et guerre entre les nations","Calmann-Lévy","Sciences Sociales et Humaines","Sophi-R"
"BULGARIE","VITOCHA","ARTAUD ANTONIN","Autour du théâtre et son double","Gallimard","Lettres","Sonm"
"BULGARIE","VITOCHA","ARTAUD ANTONIN","Deux Projets de mise en scène","Gallimard","Lettres","Sonm"
"BULGARIE","VITOCHA","ARTAUD ANTONIN","Théâtre d’Alfred Jarry","Gallimard","Lettres","Sonm"
"BULGARIE","VITOCHA","ARTAUD ANTONIN","Le Théâtre de Séraphin","Gallimard","Lettres","Sonm"
"BULGARIE","VITOCHA","ARTAUD ANTONIN","Le Théâtre et son double","Gallimard","Lettres","Sonm"
"BULGARIE","VITOCHA","ATTALI JACQUES","Dictionnaire du XXI e siècle","Fayard","Sciences Sociales et Humaines","Lik"
"BULGARIE","VITOCHA","ATTALI JACQUES","Les Juifs, le Monde et l’Argent","Fayard","Sciences Sociales et Humaines","Riva"
"BULGARIE","VITOCHA","ATTALI JACQUES","La Parole et l’Outil","PUF","Sciences Sociales et Humaines","Arges"
"BULGARIE","VITOCHA","ATTALI JACQUES & GUILLAUME MARC","L’Anti-Économique","PUF","Sciences Sociales et Humaines","St Kliment Ohridski"
"BULGARIE","VITOCHA","AUDEBERT-LASROCHAS PATRICK","La Négociation","Organisation","Sciences et Techniques","Princeps"
"BULGARIE","VITOCHA","AUDOUARD ANTOINE","Adieu, mon unique","Gallimard","Lettres","Delacort"
"BULGARIE","VITOCHA","AULNOY MARIE-CATHERINE (D ’), BEAUMONT (LE PRINCE DE), LUBERT JEANNE-MARIE & SÉGUR (COMTESSE DE)","Contes de fées de célèbres femmes de lettres françaises","","Jeunesse","Sonm"
"BULGARIE","VITOCHA","AYMÉ MARCEL","Les Contes du chat perché","Gallimard","Jeunesse","Eurasia Abagar"
"BULGARIE","VITOCHA","AZÉMA JEAN-PIERRE & BÉDARIDA FRANÇOIS","Le Régime de Vichy et les Français","Fayard","Sciences Sociales et Humaines","Kama"
"BULGARIE","VITOCHA","BACHELARD GASTON","La Poétique de la rêverie","PUF","Philosophie","Arges"
"BULGARIE","VITOCHA","BADINTER ÉLISABETH","XY. De l’identité masculine","Odile Jacob","Sciences Sociales et Humaines","Colibri"
"BULGARIE","VITOCHA","BARBEY D ’AUREVILLY JULES","L’Ensorcelée","","Lettres","Eurasia Abagar"
"BULGARIE","VITOCHA","BARBIER FRÉDÉRIC","Histoire des médias. De Diderot à internet","Armand Colin","Sciences Sociales et Humaines","Kama"
"BULGARIE","VITOCHA","BARRE RAYMOND & TEULON FRÉDÉRIC","Économie politique (2 vol.)","PUF","Sciences Sociales et Humaines","Kama"
"BULGARIE","VITOCHA","BARRY NICOLAS (DE)","Le Parfum. ABCdaire","Flammarion","Sciences Sociales et Humaines","Uniscorp"
"BULGARIE","VITOCHA","BARTHÉLEMY DOMINIQUE","Nouvelle Histoire de la France médiévale (tome III).","Le Seuil","Sciences Sociales et Humaines","Arges"
"BULGARIE","VITOCHA","BARTHES ROLAND","L’Ordre seigneurial (XI e - XIII e siècles) La Chambre claire","Le Seuil/Gallimard","Lettres","Agata-A"
"BULGARIE","VITOCHA","BARTHES ROLAND","Le Degré zéro de l’écriture","Le Seuil","Lettres","Colibri"
"BULGARIE","VITOCHA","BARTHES ROLAND","Mythologies","Le Seuil","Sciences Sociales et Humaines","Colibri"
"BULGARIE","VITOCHA","BARTHES ROLAND","La Préparation du roman I et II","Le Seuil","Sciences Sociales et Humaines","Lik"
"BULGARIE","VITOCHA","BARTHES ROLAND","Roland Barthes","Le Seuil","Philosophie","Agata-A"
"BULGARIE","VITOCHA","BARTHES ROLAND","Système de la mode","Le Seuil","Lettres","Agata-A"
"BULGARIE","VITOCHA","BARUCH JACQUES-OLIVIER","L’Infiniment rapide","Hachette","Jeunesse","Znak"
"BULGARIE","VITOCHA","BATAILLE GEORGES","Le Bleu du ciel","Pauvert","Lettres","Paradox"
"BULGARIE","VITOCHA","BATAILLE GEORGES","L’Érotisme","Minuit","Lettres","Critique et Humanisme"
"BULGARIE","VITOCHA","BATAILLE GEORGES","Histoire de l’œil","Pauvert","Lettres","Paradox"
"BULGARIE","VITOCHA","BATAILLE GEORGES","La Littérature et le Mal","Gallimard","Lettres","Arges"
"BULGARIE","VITOCHA","BATAILLE GEORGES","Madame Edwarda","Pauvert","Lettres","Paradox"
"BULGARIE","VITOCHA","BATAILLE GEORGES","Théorie de la religion","Gallimard","Lettres","Christo Botev"
"BULGARIE","VITOCHA","BAUDRILLARD JEAN","Amérique","Grasset","Philosophie","Eurasia Abagar"
"BULGARIE","VITOCHA","BAUDRILLARD JEAN","Cool memories I","Galilée","Philosophie","Eurasia Abagar"
"BULGARIE","VITOCHA","BAUDRILLARD JEAN","L’Illusion de la fin","Galilée","Philosophie","Critique et Humanisme"
"BULGARIE","VITOCHA","BAUDRILLARD JEAN","Pour une critique de l’économie politique du signe","Gallimard","Philosophie","Critique et Humanisme"
"BULGARIE","VITOCHA","BAUDRILLARD JEAN","Le Système des objets","Gallimard","Philosophie","Lik"
"BULGARIE","VITOCHA","BEAUVOIR SIMONE (DE)","Le Deuxième Sexe","Gallimard","Lettres","Kollins 5"
"BULGARIE","VITOCHA","BEAUVOIR SIMONE (DE)","La Femme rompue","Gallimard","Lettres","Colibri"
"BULGARIE","VITOCHA","BEAUVOIR SIMONE (DE)","Pour une morale de l’ambiguité","Gallimard","Sciences Sociales et Humaines","Nouaka I Izkoustvo"
"BULGARIE","VITOCHA","BECKETT SAMUEL","Comment c’est","Minuit","Lettres","Eurasia Abagar"
"BULGARIE","VITOCHA","BECKETT SAMUEL","En attendant Godot","Minuit","Lettres","Fama"
"BULGARIE","VITOCHA","BECKETT SAMUEL","L’Innommable","Minuit","Lettres","Fama"
"BULGARIE","VITOCHA","BECKETT SAMUEL","Malone meurt","Minuit","Lettres","Fama"
"BULGARIE","VITOCHA","BECKETT SAMUEL","Molloy","Minuit","Lettres","Fama"
"BULGARIE","VITOCHA","BECKETT SAMUEL","Murphy","Minuit","Lettres","Fama"
"BULGARIE","VITOCHA","BECKETT SAMUEL","Poèmes","Minuit","Lettres","Litavra"
"BULGARIE","VITOCHA","BEIGBEDER FRÉDÉRIC","14,99 euros","Grasset","Lettres","Supermarto"
"BULGARIE","VITOCHA","BEIGBEDER FRÉDÉRIC","L’Amour dure trois ans","Grasset","Lettres","Pulsio Supermarto-Martin Tzanev"
"BULGARIE","VITOCHA","BELTRANDO-PATIER MARIE-CLAIRE","Histoire de la musique","Bordas","Arts","Musica"
"BULGARIE","VITOCHA","BENBASSA ESTHER","Histoire des juifs des Balkans","Contrat d’auteur","Sciences Sociales et Humaines","Colibri"
"BULGARIE","VITOCHA","BÉNÉTON PHILIPPE","Le Conservatisme","PUF","Sciences Sociales et Humaines","St Kliment Ohridski"
"BULGARIE","VITOCHA","BENOIST LUC","Signes, symboles et mythes","PUF","Sciences Sociales et Humaines","Et « Odri»"
"BULGARIE","VITOCHA","BÉRARD ÉVELYNE & LAVENNE CHRISTIAN","Exercices pour l’apprentissage du français. Modes d’emploi","Hatier","Sciences Sociales et Humaines","Lettera"
"BULGARIE","VITOCHA","BÉRARD ÉVELYNE & LAVENNE CHRISTIAN","Grammaire utile du français. Modes d’emploi","Hatier","Sciences Sociales et Humaines","Lettera"
"BULGARIE","VITOCHA","BERGER YVES","Immobile dans le courant du fleuve","Grasset","Lettres","Nov Zlatorog"
