"pays","nom pap","auteur","titre","editeur","type","editeur trad"
"CHINE","FOU LEI","CANDÉ ROLAND (DE)","Les Chefs-d’œuvre classiques de la musique","Le Seuil","Arts","Renmin University Press"
"CHINE","FOU LEI","CANDÉ ROLAND (DE)","Histoire universelle de la musique","Le Seuil","Arts","Renmin University Press"
"CHINE","FOU LEI","CAZENEUVE JEAN","Dix grandes leçons de sociologie","Le Seuil","Sciences Sociales et Humaines","Shanghai People"
"CHINE","FOU LEI","CHENG FRANÇOIS","L’Écriture poétique chinoise","Le Seuil","Lettres","Jiangsu People Press"
"CHINE","FOU LEI","CLARKE ROBERT","Super cerveaux","PUF","Sciences et Techniques","Éditions du Peuple de Tianjin"
"CHINE","FOU LEI","CORBIN ALAIN","Histoire du corps (tomes I, II  et III)","Le Seuil","Sciences Sociales et Humaines","East China Normal"
"CHINE","FOU LEI","COURTÉS JOSEPH","La Sémiotique du langage","Armand Colin","Sciences Sociales et Humaines","Éditions du Peuple de Tianjin"
"CHINE","FOU LEI","CUGNO ALAIN","Au cœur de la raison","Le Seuil","Philosophie","Shuhai"
"CHINE","FOU LEI","DEBORD GUY","Commentaires sur la société du spectacle","Gallimard","Philosophie","Guangxi Normal University Press"
"CHINE","FOU LEI","DUGAIN MARC","Heureux comme Dieu en France","Gallimard","Lettres","Éditions de la Littérature du Peuple"
"CHINE","FOU LEI","DUMÉZIL GEORGES","Entretiens avec Didier Eribon","Gallimard","Sciences Sociales et Humaines","Peking University Press"
"CHINE","FOU LEI","DURET PASCAL","Le Corps et ses Sociologies","Armand Colin","Sciences Sociales et Humaines","Éditions du Peuple de Tianjin"
"CHINE","FOU LEI","FLEISCHER ALAIN","L’Amant en culottes courtes","Le Seuil","Lettres","Sea-Sky"
"CHINE","FOU LEI","FOUCAULT MICHEL","Le Pouvoir psychiatrique","Le Seuil","Philosophie","Shanghai People"
"CHINE","FOU LEI","FRAISSE GENEVIÈVE","La Controverse des sexes","PUF","Sciences Sociales et Humaines","Éditions du Peuple de Tianjin"
"CHINE","FOU LEI","FURET FRANÇOIS","Penser la révolution française","Gallimard","Sciences Sociales et Humaines","SDX"
"CHINE","FOU LEI","GIROUD-FLIEGNER OLIVIER","Tout le monde peut se tromper","Le Seuil","Sciences Sociales et Humaines","Shuhai"
"CHINE","FOU LEI","GRAZIANI PIERLUIGI","Anxiété et Troubles anxieux","Armand Colin","Sciences Sociales et Humaines","Éditions du Peuple de Tianjin"
"CHINE","FOU LEI","GUELLEC LAURENCE","Tocqueville et l’Esprit de la démocratie","Presses de Sciences Po","Sciences Sociales et Humaines","Acad. des Sciences Sociales de Tianjin"
"CHINE","FOU LEI","HENAULT ANNE","Histoire de la sémiotique","PUF","Sciences Sociales et Humaines","Cent Fleurs"
"CHINE","FOU LEI","HENNIG JEAN-LUC","Brève histoire des fesses","Zulma","Lettres","Sea-Sky"
"CHINE","FOU LEI","JEANNENEY JEAN-NOËL","Quand Google défie l’Europe","Fayard","Sciences Sociales et Humaines","Presses Littéraires"
"CHINE","FOU LEI","LYOTARD JEAN-FRANÇOIS","Leçons sur l’analytique du sublime","Galilée","Philosophie","Remin"
"CHINE","FOU LEI","MATHIOT PASCAL","Singuliers passages","Le Seuil","Sciences Sociales et Humaines","Shuhai"
"CHINE","FOU LEI","MAYAUD YVES","Droit pénal général","PUF","Sciences Sociales et Humaines","China Democracy and Legal System"
"CHINE","FOU LEI","MENDRAS HENRI","Éléments de sociologie","Armand Colin","Sciences Sociales et Humaines","Renmin University Press"
"CHINE","FOU LEI","MERQUIOR JOSÉ GUILLERME","L’Esthétique de Claude Lévi-Strauss","PUF","Philosophie","Éditions du Peuple de Tianjin"
"CHINE","FOU LEI","MINOIS GEORGES","Les Origines du mal","Fayard","Sciences Sociales et Humaines","Hainan"
"CHINE","FOU LEI","MORIN EDGAR","La Tête bien faite","Le Seuil","Philosophie","Peking University Press"
"CHINE","FOU LEI","MORIN EDGAR","Penser l’Europe","Gallimard","Sciences Sociales et Humaines","SDX"
"CHINE","FOU LEI","MOSCOVICI SERGE","De la nature: pour penser l’écologie","Métailié","Sciences Sociales et Humaines","SDX"
"CHINE","FOU LEI","NATHAN TOBIE","Mon patient Sigmund Freud","Perrin","Lettres","Sea-Sky"
"CHINE","FOU LEI","PARMENIE ANTOINE & BONNIER DE LA CHAPELLE CATHERINE","Histoire d’un éditeur et de ses auteurs","Albin Michel","Lettres","Sea-Sky"
"CHINE","FOU LEI","RICŒUR PAUL","Histoire et Vérité","Le Seuil","Philosophie","Shanghai Translation"
"CHINE","FOU LEI","RICŒUR PAUL","La Métaphore vive","Le Seuil","Philosophie","Shanghai Translation"
"CHINE","FOU LEI","RICŒUR PAUL","Le Juste","Esprit","Philosophie","Law Press"
"CHINE","FOU LEI","ROCHE CHRISTIAN & BARRÈRE JEAN-JACQUES","Tout fout le camp. Essai sur la morale","Le Seuil","Sciences Sociales et Humaines","Shuhai"
"CHINE","FOU LEI","ROSANVALLON PIERRE","Le Capitalisme utopique","Le Seuil","Sciences Sociales et Humaines","Social Sciences Documentation"
"CHINE","FOU LEI","SAVATIER THIERRY","L’Origine du monde","Bartillat","Sciences Sociales et Humaines","Sea-Sky"
"CHINE","FOU LEI","SFEZ LUCIEN","La Communication","PUF","Sciences Sociales et Humaines","Communication University of China"
"CHINE","FOU LEI","SIMIOT PHILIPPE","Le Banquier et le Perroquet","Albin Michel","Lettres","Sea-Sky"
"CHINE","FOU LEI","SOUBBOTNICK MICHAEL","La Philosophie des actes du langage","PUF","Philosophie","Éditions du Peuple de Tianjin"
"CHINE","FOU LEI","TILLOL JEAN-BAPTISTE","Le Jeu d’Axel","Le Seuil","Lettres","Qunzhong"
"CHINE","FOU LEI","TODOROV TZVETAN","Théories du symbole","Le Seuil","Sciences Sociales et Humaines","Shang Wu"
"CHINE","FOU LEI","VALLIER JEAN","C’était Marguerite Duras","Fayard","Lettres","Sea-Sky"
"CHINE","FOU LEI","VANIER ALAIN","Éléments d’introduction à la psychanalyse","Armand Colin","Sciences Sociales et Humaines","Éditions du Peuple de Tianjin"
"CHINE","FOU LEI","VIGNAUX GEORGES","Le Démon du classement","Le Seuil","Sciences Sociales et Humaines","Shuhai"
"CHINE","FOU LEI","VIGNAUX GEORGES","Les Jeux des ruses","Le Seuil","Sciences Sociales et Humaines","Shuhai"
"CHINE","FOU LEI","VIRCONDELET ALAIN","Marguerite Duras. Vérité et légendes","Éditions du Chêne","Lettres","Sea-Sky"
"COLOMBIE","NORMA","GAUCHET MARCEL","La Révolution des droits de l’homme","Gallimard","Sciences Sociales et Humaines","Universidad Externado de Colombia"
"COLOMBIE","NORMA","ROSANVALLON PIERRE","La Démocratie inachevée","Gallimard","Sciences Sociales et Humaines","Universidad Externado de Colombia"
"CORÉE","SEJONG","ASSOULINE PIERRE","Henri Cartier-Bresson: l’œil du siècle","Plon","Arts","Eulyoo"
"CORÉE","SEJONG","BALIBAR ÉTIENNE","La Crainte des masses","Galilée","Philosophie","B-Books"
"CORÉE","SEJONG","CORNEILLE PIERRE","Œuvres complètes","","Lettres","Ewhan Woman’s University Press"
"CORÉE","SEJONG","DAMISCH HUBERT","L’Origine de la perspective","Flammarion","Arts","Hyunshil Cultural Studies"
"CORÉE","SEJONG","DERRIDA JACQUES","Spectres de Marx","Galilée","Philosophie","EJ Books"
"CORÉE","SEJONG","FERRIÈRES MADELEINE","Histoire des peurs alimentaires","Le Seuil","Sciences Sociales et Humaines","Mirae M&B"
"CORÉE","SEJONG","FERRO MARC","Le Livre noir du colonialisme","Laffont","Sciences Sociales et Humaines","Sonamu"
"CORÉE","SEJONG","FIORI GABRIELLA","Simone Weil: une femme absolue","Félin","Sciences Sociales et Humaines","Dooré"
"CORÉE","SEJONG","GIRARDET SYLVIE","Les Tableaux rigolos d’Arcimboldo","RMN","Jeunesse","GNC Médias"
"CORÉE","SEJONG","GIRARDET SYLVIE","Sur les chemins de Gauguin","RMN","Jeunesse","GNC Médias"
"CORÉE","SEJONG","GIRARDET SYLVIE","Les Couleurs de Van Gogh","RMN","Jeunesse","GNC Médias"
"CORÉE","SEJONG","GIRARDET SYLVIE","Le Petit Moulin de Lautrec","RMN","Jeunesse","GNC Médias"
"CORÉE","SEJONG","HUGO VICTOR","Les Travailleurs de la mer","","Lettres","Dari Média"
"CORÉE","SEJONG","LE CORBUSIER","Voyage d’Orient: carnets","Fondat. Le Corbusier","Sciences Sociales et Humaines","Davinci"
"CORÉE","SEJONG","LE ROY LADURIE EMMANUEL","Montaillou, village occitan de 1294 à 1324","Gallimard","Sciences Sociales et Humaines","Ghil"
"CORÉE","SEJONG","LEROUX GASTON","Les Héros de Chemulpo","","Lettres","Writers Publishing"
"CORÉE","SEJONG","LÉVI-STRAUSS CLAUDE","Le Regard éloigné","Plon","Sciences Sociales et Humaines","Ghil"
"CORÉE","SEJONG","ONFRAY MICHEL","Traité d’athéologie","Grasset","Philosophie","Motive"
"CORÉE","SEJONG","RICŒUR PAUL","Sur la traduction","Bayard","Philosophie","Cheolhak et Hyunshil"
"CORÉE","SEJONG","ROUDINESCO ÉLISABETH","Dictionnaire de la psychanalyse","Fayard","Sciences Sociales et Humaines","Paek-Ui Pub"
"CORÉE","SEJONG","ROUSSO HENRY","Le Syndrome de Vichy: de 1944 à nos jours","Le Seuil","Sciences Sociales et Humaines","Humanist"
"CORÉE","SEJONG","SELLIER MARIE","Mon petit Guimet","RMN","Jeunesse","GNC Médias"
"CORÉE","SEJONG","SERRES MICHEL","La Légende des anges","Flammarion","Sciences Sociales et Humaines","Green Bee"
"CORÉE","SEJONG","VERNANT JEAN-PIERRE","Les Origines de la pensée grecque","PUF","Sciences Sociales et Humaines","Ghil"
"CORÉE","SEJONG","VIGARELLO GEORGES","Le Propre et le Sale: l’hygiène du corps depuis le Moyen Âge","Le Seuil","Sciences Sociales et Humaines","Dolbégae"
"CROATIE","MATOS","ABBÉ PIERRE","Mon Dieu… pourquoi?","Plon","Sciences Sociales et Humaines","Naklada Jurcic"
"CROATIE","MATOS","ABENSOUR MIGUEL","La Démocratie contre l’État","Félin","Sciences Sociales et Humaines","Disput"
"CROATIE","MATOS","ADAM OLIVIER","Passer l’hiver","Le Seuil","Lettres","VBZ"
"CROATIE","MATOS","ARCIER ANDRÉ-FRANÇOIS","Le Trac. Stratégies pour le maîtriser","Alexitère","Sciences Sociales et Humaines","Hoeumu"
"CROATIE","MATOS","BAUDELAIRE CHARLES","Journaux intimes","","Lettres","Litteris"
"CROATIE","MATOS","BAUDRILLARD JEAN","Le Pacte de lucidité ou l’Intelligence du mal","Galilée","Philosophie","Naklada Ljevak"
"CROATIE","MATOS","BEN JELLOUN TAHAR","L’Islam expliqué aux enfants","Le Seuil","Lettres","Biakova"
"CROATIE","MATOS","BEN JELLOUN TAHAR","Cette aveuglante absence de lumière","Le Seuil","Lettres","Fraktura"
"CROATIE","MATOS","BERNANOS GEORGES","Sous le soleil de Satan","Plon","Lettres","Naklada Jurcic"
"CROATIE","MATOS","BOUDON PHILIPPE","Sur l’espace architectural","Parenthèses","Sciences et Techniques","Institut Za Povijest"
"CROATIE","MATOS","BRETON ANDRÉ","Nadja","Gallimard","Lettres","Meandar"
"CROATIE","MATOS","CAMUS ALBERT","Journaux de voyage","Gallimard","Lettres","Ceres"
"CROATIE","MATOS","CAMUS ALBERT","L’Été","Gallimard","Lettres","Ceres"
"CROATIE","MATOS","CAMUS ALBERT","L’Homme révolté","Gallimard","Lettres","Ceres"
"CROATIE","MATOS","CARRIÈRE JEAN-CLAUDE","Einstein, s’il vous plaît","Odile Jacob","Sciences Sociales et Humaines","Bozicevic"
"CROATIE","MATOS","CÉLINE LOUIS-FERDINAND","D’un château l’autre","Gallimard","Lettres","IBS"
"CROATIE","MATOS","CHATEAUBRIAND RENÉ (DE)","Mémoires d’outre-tombe","","Lettres","Jurcic"
"CROATIE","MATOS","CHEVILLARD ÉRIC","Le Vaillant Petit Tailleur","Minuit","Lettres","Sysprint"
"CROATIE","MATOS","CLARY MILDRED","Mozart. La lumière de Dieu","Pygmalion","Lettres","Alfa-ZG d.o.o."
"CROATIE","MATOS","CORBIN HENRI","L’Iran et la Philosophie","Fayard","Sciences Sociales et Humaines","Asinus Vox Digital"
"CROATIE","MATOS","DAMISCH HUBERT","L’Origine de la perspective","Flammarion","Lettres","Institut Za Povijest"
"CROATIE","MATOS","DELANNOI GILLES","Mozart ou le génie de la discrétion","Esprit","Sciences Sociales et Humaines","Naklada Stith"
"CROATIE","MATOS","DUBY GEORGES","Le Temps des cathédrales","Gallimard","Sciences Sociales et Humaines","AGM"
"CROATIE","MATOS","DURAS MARGUERITE","Le Vice-consul","Gallimard","Lettres","Vukovic & Runjic"
"CROATIE","MATOS","DURAS MARGUERITE","Le Marin de Gibraltar","Gallimard","Lettres","Vukovic & Runjic"
"CROATIE","MATOS","GARNIER LAURENT","Électrochoc","Flammarion","Lettres","Celeber"
"CROATIE","MATOS","GIDE ANDRÉ","Journal (1889-1914)","Gallimard","Lettres","Stajer-Graf"
"CROATIE","MATOS","GUIBERT HERVÉ","L’Homme au chapeau rouge","Gallimard","Lettres","Hrvatsko Filolosko Drustvo"
"CROATIE","MATOS","HAGÈGE CLAUDE","Halte à la mort des langues","Odile Jacob","Sciences Sociales et Humaines","Disput"
"CROATIE","MATOS","KAUFMANN JEAN-CLAUDE","L’Invention de soi. Une théorie de l’identité","Armand Colin","Sciences Sociales et Humaines","Antibarbarus"
"CROATIE","MATOS","KOLTÈS BERNARD-MARIE","La Nuit juste avant les forêts","Minuit","Lettres","Hrvatsko Filosko Drustvo"
"CROATIE","MATOS","KUNDERA MILAN","Le Rideau","","Lettres","Meandar Media"
"CROATIE","MATOS","LE BRUN ANNIE","Du trop de réalité","Stock","Sciences Sociales et Humaines","Daf"
"CROATIE","MATOS","MAISTRE XAVIER (DE)","Voyage autour de ma chambre","","Lettres","Altagama"
"CROATIE","MATOS","MAKINE ANDREÏ","Requiem pour l’Est","Mercure de France","Lettres","Hrvatsko Filolosko Drustvo"
"CROATIE","MATOS","MOREAU DEFARGES PHILIPPE","Dictionnaire de géopolitique","Dalloz","Sciences Sociales et Humaines","Centar Politoloska Istrazivanja"
"CROATIE","MATOS","MORIN EDGAR","Éthique. La Méthode","Le Seuil","Sciences Sociales et Humaines","Masmedia"
"CROATIE","MATOS","MORIN EDGAR","Le Paradigme perdu: la nature humaine","Le Seuil","Sciences Sociales et Humaines","Scarabeus"
"CROATIE","MATOS","MORIN EDGAR","L’Homme et la Mort","Le Seuil","Sciences Sociales et Humaines","Scarabeus"
"CROATIE","MATOS","NÉMIROVSKY IRÈNE","Suite française","Denoël","Lettres","Vukovic & Runjic"
"CROATIE","MATOS","OUHMANI CÉCILE","Les Racines du mandarinier","Max Milo","Lettres","Ljevak"
"CROATIE","MATOS","PÉJU PIERRE","La Petite Chartreuse","Gallimard","Lettres","Fraktura"
"CROATIE","MATOS","QUENEAU RAYMOND","Zazie dans le métro","Gallimard","Lettres","Meandar"
"CROATIE","MATOS","RANCIÈRE JACQUES","La Haine de la démocratie","La Fabrique","Sciences Sociales et Humaines","Naklada Ljevak"
"CROATIE","MATOS","RICŒUR PAUL","De l’interprétation. Essai sur Freud","Le Seuil","Sciences Sociales et Humaines","Ceres"
"CROATIE","MATOS","SAINT-EXUPÉRY ANTOINE (DE)","Pilote de guerre","Gallimard","Lettres","Zagrebacka Naklada"
"CROATIE","MATOS","SAINT-EXUPÉRY ANTOINE (DE)","Courrier Sud","Gallimard","Lettres","Zagrebacka Naklada"
"CROATIE","MATOS","SARTRE JEAN-PAUL","L’Être et le Néant","Gallimard","Philosophie","Demetra"
"CROATIE","MATOS","TOUSSAINT JEAN-PHILIPPE","Fuir","Minuit","Lettres","Vukovic & Runjic"
"CROATIE","MATOS","VIAN BORIS","J’irai cracher sur vos tombes","Christian Bourgois","Lettres","Zagrebacka Naklada"
"CROATIE","MATOS","WEYERGANS FRANÇOIS","Trois jours chez ma mère","Grasset","Lettres","Asso. Philologique Croate"
"CROATIE","MATOS","WEYERGANS FRANÇOIS","Le Messager européen n° 11 (revue)","","Sciences Sociales et Humaines","Asso. Croate des Écrivains"
"ÉGYPTE","TAHA HUSSEIN","DENIS BENOÎT","Littérature et Engagement","Le Seuil","Sciences Sociales et Humaines","Conseil supérieur de la culture"
"ÉGYPTE","TAHA HUSSEIN","GOETSCHEL PASCALE","Histoire culturelle de la France","Armand Colin","Sciences Sociales et Humaines","Dar Ein"
"ÉGYPTE","TAHA HUSSEIN","LAURENS HENRI","L’Orient arabe à l’heure américaine","Armand Colin","Sciences Sociales et Humaines","Merit"
"ÉGYPTE","TAHA HUSSEIN","LAURENS HENRI","La Question de Palestine (1799-1922)","Fayard","Sciences Sociales et Humaines","Conseil supérieur de la culture"
"ÉGYPTE","TAHA HUSSEIN","SAINT-EXUPÉRY ANTOINE (DE)","Citadelle","Gallimard","Lettres","Dar El Shorouk"
"ESPAGNE","GARCIA LORCA","COLLECTIF","Sens en tous sens, autour des travaux de Jean-Luc Nancy","Galilée","Philosophie","Arena Libros"
"ESPAGNE","GARCIA LORCA","COLLECTIF","Dernières nouvelles de la Françafrique","Vents d’ailleurs","Lettres","Editorial Popular"
"ESPAGNE","GARCIA LORCA","COLLECTIF","La Foire du crime (anthologie - 18 nouvelles)","Collectif","Lettres","Lengua de Trapo"
"ESPAGNE","GARCIA LORCA","ABSIRE ALAIN","Alessandro ou la Guerre des chiens","Flammarion","Lettres","Aurea Editores"
"ESPAGNE","GARCIA LORCA","ALADJIDI VIRGINIE","Un cœur qui bat","Thierry Magnier","Jeunesse","Kokinos"
"ESPAGNE","GARCIA LORCA","ALFERI PIERRE","Chercher une phrase","Christian Bourgois","Sciences Sociales et Humaines","Amorrortu Editores"
"ESPAGNE","GARCIA LORCA","ALLEG HENRI","La Question","Minuit","Lettres","Argitaletxe Hiru"
"ESPAGNE","GARCIA LORCA","ALLÈGRE CLAUDE","Quand on sait tout on ne prévoit rien","Fayard","Sciences Sociales et Humaines","Paidos Iberica"
"ESPAGNE","GARCIA LORCA","ALPHANT MARIANNE","La Vocation philosophique","Bayard","Philosophie","Arena Libros"
"ESPAGNE","GARCIA LORCA","AMAR PATRICK & ANGEL PIERRE","Le Coaching","PUF","Lettres","Paidos Iberica"
"ESPAGNE","GARCIA LORCA","ARLESTON CHRISTOPHE & TARQUIN DIDIER","Lanfeust de Troy (tomes V, VI, VII et VIII)","MC Productions","Jeunesse","Devir Contenidos"
"ESPAGNE","GARCIA LORCA","ATTALI JACQUES","La Confrérie des éveillés","Fayard","Lettres","Styria"
"ESPAGNE","GARCIA LORCA","AUDI PAUL","Picasso picaro picador","PUF","Arts","Arena Libros"
"ESPAGNE","GARCIA LORCA","AUGÉ MARC & COLLEYN JEAN-PAUL","L’Anthropologie (Que sais-je? n° 3705)","PUF","Sciences Sociales et Humaines","Paidos Iberica"
"ESPAGNE","GARCIA LORCA","BADESCU RAMONA & CHAUD BENJAMIN","Pomelo se demande","Albin Michel","Jeunesse","Kokinos"
"ESPAGNE","GARCIA LORCA","BADESCU RAMONA & CHAUD BENJAMIN","Pomélo rêve","Albin Michel","Jeunesse","Kokinos"
"ESPAGNE","GARCIA LORCA","BADESCU RAMONA & CHAUD BENJAMIN","Pomélo est amoureux","Albin Michel","Jeunesse","Kokinos"
"ESPAGNE","GARCIA LORCA","BADESCU RAMONA & CHAUD BENJAMIN","Pomélo est bien sous son pissenlit","Albin Michel","Jeunesse","Kokinos"
"ESPAGNE","GARCIA LORCA","BADIOU ALAIN","D’un désastre obscur","L’Aube","Philosophie","Amorrortu"
"ESPAGNE","GARCIA LORCA","BADJOKO LUCIEN","J’étais enfant soldat","Plon","Lettres","Entrelibros"
"ESPAGNE","GARCIA LORCA","BALTA PAUL","Boire et manger en Méditerranée","Actes Sud","Lettres","Ediciones del Oriente y del mediterraneo"
"ESPAGNE","GARCIA LORCA","BARTHÉLÉMY DOMINIQUE","Chevaliers et Miracles","Armand Colin","Sciences Sociales et Humaines","Editorial Universidad de Granada"
"ESPAGNE","GARCIA LORCA","BARTHES ROLAND","Écrits sur le théâtre (version abrégée)","Le Seuil","Lettres","Paidos Iberica"
"ESPAGNE","GARCIA LORCA","BATTUT ÉRIC","Le Secret","Rageot","Jeunesse","Kokinos"
"ESPAGNE","GARCIA LORCA","BAUDRILLARD JEAN","Le Complot de l’art","Sens & Tonka","Sciences Sociales et Humaines","Amorrortu Editores"
"ESPAGNE","GARCIA LORCA","BAYARD PIERRE","Comment parler des livres que l’on n’a pas lus?","Minuit","Lettres","Grup Editorial 62"
"ESPAGNE","GARCIA LORCA","BENACQUISTA TONINO","La Commedia des ratés","Gallimard","Lettres","Lengua de Trapo"
"ESPAGNE","GARCIA LORCA","BENSOUSSAN GEORGES","Histoire de la shoah","PUF","Lettres","Anthropos"
"ESPAGNE","GARCIA LORCA","BERNOS CLOTILDE","Moi, Ming","Rue du Monde","Jeunesse","Kokinos"
"ESPAGNE","GARCIA LORCA","BIDENT CHRISTOPHE","Reconnaissances","Calmann-Lévy","Sciences Sociales et Humaines","Arena Libros"
"ESPAGNE","GARCIA LORCA","BLANCHOT MAURICE","Une voix venue d’ailleurs","Gallimard","Lettres","Arena Libros"
"ESPAGNE","GARCIA LORCA","BLANPAIN JEAN-PIERRE","Mon cochon","Thierry Magnier","Jeunesse","Da ndelion"
"ESPAGNE","GARCIA LORCA","BOLLACK JEAN","Les Purifications par Empédocle","Le Seuil","Sciences Sociales et Humaines","Arena Libros"
"ESPAGNE","GARCIA LORCA","BOLLACK JEAN","L’Écrit. Une poétique dans l’œuvre de P. Celan","PUF","Lettres","Reverso Ediciones"
"ESPAGNE","GARCIA LORCA","BONNEFOY YVES","Anthologie poétique","Mercure de France","Lettres","Pre-Textos"
"ESPAGNE","GARCIA LORCA","BOSCO HENRI","L’Enfant et la Rivière","Gallimard","Lettres","Gadir Editorial"
"ESPAGNE","GARCIA LORCA","BOURRIAUD NICOLAS","Esthétique relationnelle","Les presses du réel","Arts","Paidos Iberica"
"ESPAGNE","GARCIA LORCA","BOURETZ PIERRE","Témoins du futur","Gallimard","Philosophie","Trotta"
"ESPAGNE","GARCIA LORCA","BRAUMAN RONY & SIVAN EYAL","Éloge de la désobéissance","Le Pommier","Sciences Sociales et Humaines","Arena Libros"
"ESPAGNE","GARCIA LORCA","BUCI-GLUKSMANN CHRISTINE","Esthétique de l’éphémère","Galilée","Philosophie","Arena Libros"
"ESPAGNE","GARCIA LORCA","CANAVAGGIO JEAN","Don Quichotte du livre au mythe","Fayard","Lettres","Espasa Calpe"
"ESPAGNE","GARCIA LORCA","CANTO-SPERBER MONIQUE & OGIEN RUWEN","La Philosophie morale (Que sais-je? n° 3696)","PUF","Philosophie","Paidos Iberica"
"ESPAGNE","GARCIA LORCA","CARCO FRANCIS","Jesus-la-Caille","Albin Michel","Lettres","Cabaret Voltaire"
"ESPAGNE","GARCIA LORCA","CARCO FRANCIS","Printemps d’Espagne","Albin Michel","Lettres","Almuzara"
"ESPAGNE","GARCIA LORCA","CASTILLO MICHEL DEL","La Nuit du décret","Le Seuil","Lettres","Ikusager"
"ESPAGNE","GARCIA LORCA","CHALIAND GÉRARD","Guerres et Civilisations","Odile Jacob","Sciences Sociales et Humaines","Paidos Iberica"
"ESPAGNE","GARCIA LORCA","CHALIER CATHERINE","Traité des larmes","Albin Michel","Philosophie","Ediciones Sigueme"
"ESPAGNE","GARCIA LORCA","CHARBONNIER GEORGES","Entretiens avec Claude Lévi-Strauss","Plon","Sciences Sociales et Humaines","Amorrortu Editores"
"ESPAGNE","GARCIA LORCA","CHOPLIN ANTOINE","Radeau","La Fosse aux ours","Lettres","Bassarai"
"ESPAGNE","GARCIA LORCA","CIXOUS HÉLÈNE","L’Amour du loup et autres remords","Galilée","Lettres","Arena Libros"
"ESPAGNE","GARCIA LORCA","CLAIR JEAN","De Immundo","Galilée","Arts","Arena Libros"
"ESPAGNE","GARCIA LORCA","CLÉMENT CATHERINE","Bleu panique","Gallimard","Lettres","Styria"
"ESPAGNE","GARCIA LORCA","CLOT YVES","Le Travail sans l’homme","La Découverte","Lettres","Modus Laborandi"
"ESPAGNE","GARCIA LORCA","COHEN CLÉLIA","Le Western","L’Étoile","Arts","Paidos Iberica"
"ESPAGNE","GARCIA LORCA","COMTE-SPONVILLE ANDRÉ","La Vie humaine","Hermann","Philosophie","Paidos Iberica"
"ESPAGNE","GARCIA LORCA","CORMANN ENZO","Cairn","Minuit","Lettres","Teatro del Astillero"
"ESPAGNE","GARCIA LORCA","CRÉCY NICOLAS (DE)","Journal d’un fantôme","Futuropolis","Lettres","Ponent Mon"
"ESPAGNE","GARCIA LORCA","DARDENNE LUC","Au dos de nos images","Le Seuil","Arts","Plot Ediciones"
"ESPAGNE","GARCIA LORCA","DEGUY MICHEL","L’Énergie du désespoir ou d’une poétique…","PUF","Philosophie","Arena Libros"
"ESPAGNE","GARCIA LORCA","DEGUY MICHEL","La Raison poétique","Galilée","Philosophie","Arena Libros"
"ESPAGNE","GARCIA LORCA","DEGUY MICHEL","L’Impair","Farrago","Lettres","Arena Libros"
"ESPAGNE","GARCIA LORCA","DEJOURS CHRISTOPHE","Travail, usure mentale","Bayard","Lettres","Modus Laborandi"
"ESPAGNE","GARCIA LORCA","DELAUME CHLOÉ","Le Cri du sablier","Farrago","Lettres","Arena Libros"
"ESPAGNE","GARCIA LORCA","DERRIDA JACQUES","Apprendre à vivre enfin","Galilée","Philosophie","Amorrortu Editores"
"ESPAGNE","GARCIA LORCA","DERRIDA JACQUES","Le Toucher Jean-Luc Nancy","Galilée","Philosophie","Amorrortu Editores"
"ESPAGNE","GARCIA LORCA","DERRIDA JACQUES","L’animal que donc je suis","Galilée","Philosophie","Trotta"
"ESPAGNE","GARCIA LORCA","DERRIDA JACQUES, SOUSSANA GAD & NOUSS ALEXIS","Dire l’événement, est-ce possible?","L’Harmattan","Philosophie","Arena Libros"
"ESPAGNE","GARCIA LORCA","DES FORÊTS LOUIS-RENÉ","Ostinato","Mercure de France","Lettres","Arena Libros"
"ESPAGNE","GARCIA LORCA","DESCHAMPS FANNY","La Bougainvillée","Albin Michel","Lettres","Entrelibros"
"ESPAGNE","GARCIA LORCA","DIDI-HUBERMAN GEORGES","La Peinture incarnée","Minuit","Arts","Pre-Textos"
"ESPAGNE","GARCIA LORCA","DREYFUSS CORINNE","Ma grand-mère perd la tête","Thierry Magnier","Jeunesse","Da ndelion"
"ESPAGNE","GARCIA LORCA","DROIT ROGER-PAUL","Michel Foucault, entretiens","Odile Jacob","Philosophie","Paidos Iberica"
"ESPAGNE","GARCIA LORCA","DUBET FRANÇOIS","L’École des chances","Le Seuil","Sciences Sociales et Humaines","Gedisa"
"ESPAGNE","GARCIA LORCA","DUFRENNE MIKEL","La Notion d’«a priori»","PUF","Philosophie","Ediciones Sigueme"
"ESPAGNE","GARCIA LORCA","EGLOFF JOËL","L’Étourdissement","Buchet Chastel","Lettres","Lengua de Trapo"
"ESPAGNE","GARCIA LORCA","FATUS PIERRE","Papa au bureau","Thierry Magnier","Jeunesse","Dandelion"
"ESPAGNE","GARCIA LORCA","FAVRET HAFIDA","À l’ombre de l’olivier","Rageot","Jeunesse","Kokinos"
"ESPAGNE","GARCIA LORCA","FERRY LUC & GAUCHET MARCEL","Le Religieux après la religion","Grasset","Philosophie","Anthropos"
"ESPAGNE","GARCIA LORCA","FORGES JEAN-FRANÇOIS","Éduquer contre Auschwitz","ESF","Lettres","Anthropos"
"ESPAGNE","GARCIA LORCA","FRACHON ALAIN","L’Amérique messianique","Le Seuil","Sciences Sociales et Humaines","Paidos Iberica"
