"pays","nom pap","auteur","titre","editeur","type","editeur trad"
"MACÉDOINE","VARDAR","MAALOUF AMIN","Les Identités meurtrières","Grasset","Lettres","Matica Makedonska","1990-01-01"
"MACÉDOINE","VARDAR","MATTELART ARMAND & MATTELART MICHÈLE","Histoire des théories de la communication","La Découverte/Syros","Sciences Sociales et Humaines","EIN-SOF","1990-01-01"
"MACÉDOINE","VARDAR","PENDANX MICHÈLE","Les Activités d’apprentissage en classe de langue","Hachette","Sciences Sociales et Humaines","Logos-a","1990-01-01"
"MACÉDOINE","VARDAR","RICŒUR PAUL","Histoire et vérité","Le Seuil","Lettres","Terra Magica","1990-01-01"
"MACÉDOINE","VARDAR","SAINT-EXUPÉRY ANTOINE (DE)","Vol de nuit","Gallimard","Lettres","Euroklient","1990-01-01"
"MACÉDOINE","VARDAR","SCHNAPPER DOMINIQUE","La Communauté des citoyens","Gallimard","Sciences Sociales et Humaines","Slovo Publishing","1990-01-01"
"MACÉDOINE","VARDAR","SÉGUIN PHILIPPE","En attendant l’emploi","Le Seuil","Sciences Sociales et Humaines","Kultura","1990-01-01"
"MACÉDOINE","VARDAR","TATAKIS BASILE","La Philosophie byzantine","PUF","Philosophie","Kultura","1990-01-01"
"MACÉDOINE","VARDAR","TODOROV TZVETAN","Devoirs et délices : une vie de passeur","Le Seuil","Sciences Sociales et Humaines","Fondacija Nebregovo","1990-01-01"
"MACÉDOINE","VARDAR","TODOROV TZVETAN","L’Homme dépaysé","Le Seuil","Sciences Sociales et Humaines","Terra Magica","1990-01-01"
"MACÉDOINE","VARDAR","TULARD JEAN","Napoléon","Fayard","Sciences Sociales et Humaines","Kultura","1990-01-01"
"MACÉDOINE","VARDAR","VIRILIO PAUL","Cybermonde, la politique du pire","Textuel","Sciences Sociales et Humaines","EIN-SOF","1990-01-01"
"MADAGASCAR","","CAMUS ALBERT","L’Étranger","Gallimard","Lettres","Trano Printy Fiangonana Lot. Malg.","1990-01-01"
"MALAISIE","USMAN AWANG","ARLIE JEAN-PIERRE","Caoutchoucs synthétiques","Technip","Sciences et Techniques","Dewan Bahasa Dan Pustaka","1990-01-01"
"MALAISIE","USMAN AWANG","ASGARALLY R.","Tant que soufflera le vent","","Lettres","Dewan Bahasa Dan Pustaka","1990-01-01"
"MALAISIE","USMAN AWANG","AUBINEAU CLAUDE & AUDEBERT ROLAND","Les Polymères organiques","PUF","Sciences et Techniques","Dewan Bahasa Dan Pustaka","1990-01-01"
"MALAISIE","USMAN AWANG","BARTHES ROLAND","Le Degré zéro de l’écriture","Le Seuil","Lettres","Dewan Bahasa Dan Pustaka","1990-01-01"
"MALAISIE","USMAN AWANG","BEN JELLOUN TAHAR","La Nuit sacrée","Le Seuil","Lettres","Dewan Bahasa Dan Pustaka","1990-01-01"
"MALAISIE","USMAN AWANG","DIABATE MASSA MAKAN","L’Assemblée des djinns","Présence africaine","Lettres","Dewan Bahasa Dan Pustaka","1990-01-01"
"MALAISIE","USMAN AWANG","FLAUBERT GUSTAVE","Trois Contes","","Lettres","Dewan Bahasa Dan Pustaka","1990-01-01"
"MALAISIE","USMAN AWANG","MAUPASSANT GUY (DE)","Les Contes de la bécasse","","Lettres","Dewan Bahasa Dan Pustaka","1990-01-01"
"MALAISIE","USMAN AWANG","MAUROIS ANDRÉ","Climats","LGF","Lettres","Dewan Bahasa Dan Pustaka","1990-01-01"
"MALAISIE","USMAN AWANG","MOUNIN GEORGES","Les Problèmes théoriques de la traduction","Gallimard","Lettres","Dewan Bahasa Dan Pustaka","1990-01-01"
"MALAISIE","USMAN AWANG","ROUSSEAU JEAN-JACQUES","Du contrat social","","Lettres","Dewan Bahasa Dan Pustaka","1990-01-01"
"MALAISIE","USMAN AWANG","SAND GEORGE","La Petite Fadette","","Lettres","Dewan Bahasa Dan Pustaka","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","COLLECTIF","Indépendance nationale et système juridique : l’exemple du Maroc","Presses Univ. de Grenoble","Sciences Sociales et Humaines","La Porte","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","COLLECTIF","Lyautey, paroles d’actions","Imprimerie nationale","Sciences Sociales et Humaines","La Porte","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","ABDERAZIK ALI","L’Islam et les Fondements du pouvoir","La Découverte","Sciences Sociales et Humaines","Le Fennec","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","ALIA JOSETTE","Quand le soleil était chaud","Grasset","Lettres","Eddif","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","ALLOUACHE MERZAK","Bab el Oued","Le Seuil","Lettres","Le Fennec","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","AMRAN EL MALEH EDMOND","Abner Abnour","La Pensée sauvage","Sciences Sociales et Humaines","Le Fennec","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","BARRÈRE AFFRE MARIE","Poussière dans le Cheroui","Flammarion","Lettres","La Croisée des Chemins","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","BARTHES ROLAND","L’Analyse rhétorique","Le Seuil","Lettres","Le Fennec","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","BARTHES ROLAND","L’Ancienne Rhétorique","Le Seuil","Lettres","Le Fennec","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","BEN JELLOUN TAHAR","L’Auberge des pauvres","Le Seuil","Lettres","Toubkal","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","BENCHEIKH JAMEL-EDDINE","Poétique arabe","Gallimard","Lettres","Toubkal","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","BENNANI-CHRAIBI MOUNIA","Soumis et rebelles, les jeunes au Maroc","CNRS","Sciences Sociales et Humaines","Le Fennec","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","BERRADA MOHAMMED","Les Jeux de l’oubli","Actes Sud","Lettres","Eddif","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","BINEBINE MAHI","Pollens","Fayard","Lettres","Fennec","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","BOURDIEU PIERRE","Réponses. Pour une anthropologie réflexive","Auteur","Sciences Sociales et Humaines","Toubkal","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","BUTOR MICHEL","La Modification","Minuit","Lettres","Alkalam","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","CAS GÉRARD","La Défense du consommateur","PUF","Sciences Sociales et Humaines","Safir","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","CHERKAOUI MOHAMMED","Sociologie de l’éducation","PUF","Sciences Sociales et Humaines","Alkalam","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","CHEVALLIER JACQUES","L’État de droit","LGDJ","Sciences Sociales et Humaines","Al-Karama","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","CHODKIEWICZ MICHEL","Le Sceau des saints. Prophétie et sainteté dans la doctrine d’Ibn Arabî","Gallimard","Sciences Sociales et Humaines","Al Quobba Zarquia","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","COHEN JEAN","Le Haut Langage","Flammarion","Lettres","Toubkal","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","DAOUD ZAKIA","De l’immigration à la citoyenneté","Mémoire de la Méditerranée","Sciences Sociales et Humaines","Tarik","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","DEBRAY RÉGIS","La Vie et la mort de l’image","Gallimard","Sciences Sociales et Humaines","Arrabeta","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","DÉCOBERT CHRISTIAN","Le Mendiant et le Combattant","Le Seuil","Lettres","Eddif","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","DELANOË GUY","Lyautey, Juin, Mohammed V, fin d’un protectorat","L’Harmattan","Sciences Sociales et Humaines","Eddif","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","DERRIDA JACQUES","Positions","Minuit","Philosophie","Toubkal","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","DESCHANEL JEAN-PIERRE & LEMOINE LAURENT","L’Affacturage","PUF","Sciences et Techniques","Safir","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","DESCHANEL JEAN-PIERRE & LEMOINE LAURENT","L’Assurance crédit","PUF","Sciences et Techniques","Safir","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","EL-CHEIK HANAN","Femmes de sable et de myrrhe","Actes Sud","Lettres","Eddif","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","FOUCAULT MICHEL","Histoire de la sexualité (tomes I, II et III)","Gallimard","Sciences Sociales et Humaines","Afrique Orient","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","FOUCAULT MICHEL","L’Ordre du discours","Gallimard","Sciences Sociales et Humaines","Afrique Orient","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","FOURNIER THÉRÈSE","L’Olivier bleu","J.-C. Lattès","Lettres","Le Fennec","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","GENET JEAN","Un captif amoureux","Gallimard","Lettres","Alkalam","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","GROSRICHARD ALAIN","Structure du sérail","Le Seuil","Sciences Sociales et Humaines","Alkalam","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","IGALENS JACQUES & PENAN HERVÉ","La Normalisation","PUF","Sciences Sociales et Humaines","Safir","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","JABRI MOHAMMED","Tradition et Modernité","La Découverte","Sciences Sociales et Humaines","Le Fennec","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","KATAN YVETTE","Oujda, une ville frontière","L’Harmattan","Sciences Sociales et Humaines","La Porte","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","KHAÏR-EDDINE MOHAMMED","Moi l’aigre","Le Seuil","Lettres","Tarik","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","KHAÏR-EDDINE MOHAMMED","Une vie, un rêve, un peuple toujours errant","Le Seuil","Lettres","Tarik","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","KHATIBI ABDELKEBIR","Un été à Stockholm","Flammarion","Lettres","Toubkal","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","KILITO ABDELFATTAH","L’Œil et l’Aiguille","La Découverte","Lettres","Le Fennec","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","LAABI ABDELLATIF","L’Automne promet","La Différence","Lettres","Marsam","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","LAABI ABDELLATIF","L’Étreinte du monde","La Différence","Lettres","Marsam","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","LAABI ABDELLATIF","Les Fruits du corps","La Différence","Lettres","Marsam","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","LAABI ABDELLATIF","L’Œil de la nuit","La Différence","Lettres","Marsam","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","LAABI ABDELLATIF","Poèmes périssables","La Différence","Lettres","Marsam","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","LAABI ABDELLATIF","Le soleil se meurt","La Différence","Lettres","Marsam","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","LAABI ABDELLATIF","Le Spleen de Casablanca","La Différence","Lettres","Marsam","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","LACOSTE YVES & LACOSTE-DUJARDIN CAMILLE","L’État du Maghreb","La Découverte","Sciences Sociales et Humaines","Le Fennec","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","LEHNISCH JEAN-PIERRE","La Vente par téléphone","PUF","Sciences et Techniques","Safir","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","LEMESLE RAYMOND-MARTIN & MAROT JEAN-CLAUDE","Le Télétravail","PUF","Sciences et Techniques","Safir","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","LEMOGODEUC JEAN-MARIE","L’Amérique hispanique au XX e siècle","PUF","Sciences et Techniques","Toubkal","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","MAIGNE JEAN-YVES","Le Mal de dos","PUF","Sciences et Techniques","Safir","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","MARCOU LILLY","Le Crépuscule du communisme","Presses de Sciences Po","Sciences Sociales et Humaines","Fondation Alizes","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","MIMOUNI RACHID","La Malédiction","Stock","Lettres","Eddif","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","NEKROUF YOUNES","La Bataille des trois rois","Albin Michel","Lettres","Eddif","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","NEKROUF YOUNES","Une amitié orageuse","Albin Michel","Lettres","Eddif","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","NOËL BERNARD","Choix de poèmes","Flammarion","Lettres","Toubkal","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","OLLIER CLAUDE","Marrakech Médine","Flammarion","Lettres","Alkalam","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","OTHAMANI AHMED","Sortir de la prison","La Découverte","Sciences Sociales et Humaines","Tarik","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","PIAGET JEAN","Le Développement mental de l’enfant","Denoël","Sciences Sociales et Humaines","Le Fennec","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","PIAGET JEAN","Le Temps et le développement intellectuel de l’enfant","Denoël","Sciences Sociales et Humaines","Le Fennec","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","POCZTAR JERRY","La Définition des objectifs pédagogiques","ESF","Sciences Sociales et Humaines","Alkalam","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","PONS JEAN-CLAUDE","L’Accouchement","PUF","Sciences et Techniques","Safir","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","RAFFEGEAU JEAN & DUFIL PIERRE","L’Audit financier","PUF","Sciences et Techniques","Safir","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","REFAIT MICHEL","L’Évaluation de l’entreprise","PUF","Sciences et Techniques","Safir","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","RENUCCI JEAN-FRANÇOIS","Le Délit d’initié","PUF","Sciences Sociales et Humaines","Safir","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","REZETTE ROBERT","Les Partis politiques","Presses de Sciences Po","Sciences Sociales et Humaines","Toubkal","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","ROCCA JEAN-LOUIS","La Corruption","La Découverte","Sciences Sociales et Humaines","Al-Karama","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","SERFATY","La Mémoire de l’autre","Stock","Lettres","Tarik","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","SERRES MICHEL","Les Origines de la géométrie","Flammarion","Sciences Sociales et Humaines","Le Fennec","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","SERVAN-SCHREIBER PERLA","La Féminité","Stock","Sciences Sociales et Humaines","Eddif","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","SOLÉ ROBERT","Le Tarbouche","Le Seuil","Lettres","Eddif","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","STORA JEAN-BENJAMIN","Le Stress","PUF","Sciences Sociales et Humaines","Safir","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","TAARJI HINDE","Les Voiles de l’Islam","Balland","Sciences Sociales et Humaines","Eddif","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","TODOROV TZVETAN","Poétique de la prose","Le Seuil","Sciences Sociales et Humaines","Alkalam","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","VAN CAUWELAERT DIDIER","Un aller simple","Albin Michel","Lettres","Eddif","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","VERMEREN PIERRE","Le Maroc en transition","La Découverte","Sciences Sociales et Humaines","Tarik","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","ZAFRANI HAIM","Juifs d’Andalousie et du Maghreb","Maisonneuve et Larose","Sciences Sociales et Humaines","Marsam","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","ZAFRANI HAIM","Mille Ans de vie juive au Maroc","Maisonneuve et Larose","Sciences Sociales et Humaines","Eddif","1990-01-01"
"MAROC","MOHAMMED KHAÏR-EDDINE","ZIDROU & GODI BERNARD","Dagobert fait tout à l’envers","Hachette","Jeunesse","Éd. Yomad jeunesse","1990-01-01"
"MEXIQUE","ALFONSO REYES","COLLECTIF","La Fiancée de Dagobert Anthologie de contes français","","Lettres","Conaculta","1990-01-01"
"MEXIQUE","ALFONSO REYES","COLLECTIF","Anthologie de poètes français du XX e siècle","","Lettres","Lettras libres","1990-01-01"
"MEXIQUE","ALFONSO REYES","COLLECTIF","Anthologie de théâtre français contemporain","","Lettres","El Milagro","1990-01-01"
"MEXIQUE","ALFONSO REYES","COLLECTIF","Revue consacrée à Bataille, Camus, Klossowski","","Lettres","","1990-01-01"
"MEXIQUE","ALFONSO REYES","ALECHINE YVAN","Le Voleur des pauvres","La Différence","Lettres","Aldus","1990-01-01"
"MEXIQUE","ALFONSO REYES","ALTHUSSER LOUIS","Écrits sur la psychanalyse","Stock","Sciences Sociales et Humaines","Siglo XXI","1990-01-01"
"MEXIQUE","ALFONSO REYES","ANNE CATHERINE","Agnès","Actes Sud","Lettres","El Milagro","1990-01-01"
"MEXIQUE","ALFONSO REYES","ARNOUX DANIELLE","Camille Claudel, l’ironique sacrifice","EPEL","Sciences Sociales et Humaines","Fondo de Cultura Economica","1990-01-01"
"MEXIQUE","ALFONSO REYES","ARNOUX DANIELLE, LE GAUFEY GUY","Le Double de l’Éros ou l’Agalma dans le banquet de Lacan.","","Sciences Sociales et Humaines","Éditorial Psicoanalitica","1990-01-01"
"MEXIQUE","ALFONSO REYES","ARON RAYMOND","Y a quelqu’un. Un usage du plaisir Leçons sur l’Histoire","De Fallois","Philosophie","De La Letra AC Fondo de Cultura Economica","1990-01-01"
"MEXIQUE","ALFONSO REYES","BACHELARD GASTON","La Terre et les Rêveries de la volonté","José Corti","Philosophie","Fondo de Cultura Economica","1990-01-01"
"MEXIQUE","ALFONSO REYES","BADIE BERTRAND & SMOUTS MARIE-CLAUDE","Le Retournement du monde","Presses de Sciences Po","Sciences Sociales et Humaines","Cruz OSA","1990-01-01"
"MEXIQUE","ALFONSO REYES","BADIOU ALAIN","L’Ethique","Nous","Philosophie","Herder","1990-01-01"
"MEXIQUE","ALFONSO REYES","BADIOU ALAIN","Saint-Paul, la fondation de l’universalisme","PUF","Philosophie","Herder","1990-01-01"
"MEXIQUE","ALFONSO REYES","BAHLOUL JOËL","Lectures précaires","BPI","Sciences Sociales et Humaines","Fondo de Cultura Economica","1990-01-01"
"MEXIQUE","ALFONSO REYES","BAILLY JEAN-CHRISTOPHE","Adieu. Essai sur la mort des dieux","L’Aube","Lettres","Ciencia Y Cultura","1990-01-01"
"MEXIQUE","ALFONSO REYES","BANU GEORGES","Peter Brook. De Timon d’Athènes à Hamlet","Flammarion","Arts","Arte y Escena","1990-01-01"
"MEXIQUE","ALFONSO REYES","BASCHET JÉRÔME","La Civilisation féodale","Aubier","Sciences Sociales et Humaines","Fondo de Cultura Economica","1990-01-01"
"MEXIQUE","ALFONSO REYES","BATAILLE CHRISTOPHE","Annam","Arléa","Lettres","Santillana","1990-01-01"
"MEXIQUE","ALFONSO REYES","BATAILLE GEORGES","Anthologie de textes marginaux","Gallimard","Lettres","Santillana","1990-01-01"
"MEXIQUE","ALFONSO REYES","BATAILLE GEORGES","Sur Nietzsche","Gallimard","Lettres","Ed. Pablo Sigg","1990-01-01"
"MEXIQUE","ALFONSO REYES","BATAILLE GEORGES","Textes sur Nietzsche","Gallimard","Lettres","Revue Zarathustra","1990-01-01"
"MEXIQUE","ALFONSO REYES","BAUBÉROT JEAN","La Laïcité, quel héritage ?","Labor et Fides","Sciences Sociales et Humaines","Colegio Mexiquense","1990-01-01"
"MEXIQUE","ALFONSO REYES","BAUCHAU HENRY","Antigone","Éperonnier","Lettres","Verdehalago","1990-01-01"
"MEXIQUE","ALFONSO REYES","BAUCHAU HENRY","Œdipe sur la route","Acte Sud","Lettres","Verdehalago","1990-01-01"
"MEXIQUE","ALFONSO REYES","BEN JELLOUN TAHAR","L’Enfant de sable","Le Seuil","Lettres","Joaquin Mortiz","1990-01-01"
"MEXIQUE","ALFONSO REYES","BEN JELLOUN TAHAR","L’Homme brisé","Le Seuil","Lettres","Seix Barral","1990-01-01"
"MEXIQUE","ALFONSO REYES","BERGOUNIOUX PIERRE","La Ligne","Verdier","Lettres","Aldus","1990-01-01"
"MEXIQUE","ALFONSO REYES","BLOCH MARC","Sélection d’articles","Armand Colin","Sciences Sociales et Humaines","Ciencia Y Cultura","1990-01-01"
"MEXIQUE","ALFONSO REYES","BOLLACK JEAN","La Grèce de personne","Le Seuil","Sciences Sociales et Humaines","Siglo XXI","1990-01-01"
"MEXIQUE","ALFONSO REYES","BONNEFOY YVES","Poèmes choisis","Mercure de France","Lettres","Vuelta","1990-01-01"
"MEXIQUE","ALFONSO REYES","BOUVIER NICOLAS","Le Poisson scorpion","Gallimard","Lettres","Seix Barral","1990-01-01"
"MEXIQUE","ALFONSO REYES","BOVE EMMANUEL","La Dernière Nuit","Le Castor astral","Lettres","Aldus","1990-01-01"
"MEXIQUE","ALFONSO REYES","BRADU FABIENNE","Benjamin Péret et Mexico","José Corti","Lettres","Aldus","1990-01-01"
"MEXIQUE","ALFONSO REYES","BRADU FABIENNE","Breton à Mexico","Gallimard","Lettres","Vuelta","1990-01-01"
"MEXIQUE","ALFONSO REYES","BRISAC GENEVIÈVE","Olga","L’École des Loisirs","Lettres","Fondo de Cultura Economica","1990-01-01"
"MEXIQUE","ALFONSO REYES","BUTOR MICHEL","Transit A-B","Gallimard","Lettres","Siglo XXI","1990-01-01"
"MEXIQUE","ALFONSO REYES","CADIOT OLIVIER","L’Art Poétic","Gallimard","Lettres","Aldus","1990-01-01"
"MEXIQUE","ALFONSO REYES","CALAFERTE LOUIS","La Mécanique des femmes","Gallimard","Lettres","Seix Barral","1990-01-01"
"MEXIQUE","ALFONSO REYES","CANTIN MARC","Princesse Anne","Nathan","Lettres","Fondo de Cultura Economica","1990-01-01"
"MEXIQUE","ALFONSO REYES","CANTO-SPERBER MONIQUE","Dictionnaire d’éthique et de philosophie morale","PUF","Philosophie","Fondo de Cultura Economica","1990-01-01"
"MEXIQUE","ALFONSO REYES","CARRÈRE EMMANUEL","La Classe de neige","POL","Lettres","Joaquin Mortiz","1990-01-01"
"MEXIQUE","ALFONSO REYES","CARRIÈRE JEAN-CLAUDE","La Controverse de Valladolid","Actes Sud","Lettres","El Milagro","1990-01-01"
"MEXIQUE","ALFONSO REYES","CHARTIER ROGER","Culture écrite et Histoire. Conversations avec Roger Chartier","Albin Michel","Sciences Sociales et Humaines","Fondo de Cultura Economica","1990-01-01"
"MEXIQUE","ALFONSO REYES","CIORAN EMILE MICHEL","Correspondances de Cioran avec sa traductrice mexicaine, Estaer Seligson","","Lettres","Sin Nombre","1990-01-01"
"MEXIQUE","ALFONSO REYES","CLUNY CLAUDE-MICHEL","On dit que les gens sont tristes","Gallimard","Lettres","Verdehalago","1990-01-01"
"MEXIQUE","ALFONSO REYES","CLUNY CLAUDE-MICHEL","Les Ossolètes","La Différence","Lettres","Heliopolis","1990-01-01"
"MEXIQUE","ALFONSO REYES","CLUNY CLAUDE-MICHEL","Pastoral Hôtel","Gallimard","Lettres","Verdehalago","1990-01-01"
"MEXIQUE","ALFONSO REYES","COHEN ANNIE","L’Édifice invisible","Des Femmes","Lettres","Verdehalago","1990-01-01"
"MEXIQUE","ALFONSO REYES","COHEN ANNIE","Le Marabout de Blida","Actes Sud","Lettres","Verdehalago","1990-01-01"
"MEXIQUE","ALFONSO REYES","COPI","Les Quatre Jumelles","Christian Bourgois","Lettres","El Milagro","1990-01-01"
"MEXIQUE","ALFONSO REYES","COPI","Une visite inopportune","Bourgois","Lettres","El Milagro","1990-01-01"
"MEXIQUE","ALFONSO REYES","CORMANN ENZO","Sade, concerts d’enfer","Minuit","Lettres","El Milagro","1990-01-01"
"MEXIQUE","ALFONSO REYES","COURGEAU DANIEL","Analyse démographique des biographies","INED","Sciences Sociales et Humaines","Colegio","1990-01-01"
"MEXIQUE","ALFONSO REYES","DARRAS JACQUES","Anthologie bilingue","Grasset/Trois Cailloux","Lettres","El Tucan De Virginia","1990-01-01"
"MEXIQUE","ALFONSO REYES","DAUMAL RENÉ","Le Contre-Ciel","Gallimard","Lettres","Aldus","1990-01-01"
"MEXIQUE","ALFONSO REYES","DECQ PHILIPPE & KERAVEL YVES","Neurochirurgie","","Sciences et Techniques","Ciencia Y Cultura","1990-01-01"
"MEXIQUE","ALFONSO REYES","DECROUX ÉTIENNE","Paroles sur le mime","Éd. Théâtrale","Arts","El Milagro","1990-01-01"
"MEXIQUE","ALFONSO REYES","DELANNOY LUC","Caliente, une histoire du Latin Jazz","Denoël","Sciences Sociales et Humaines","Fondo de Cultura Economica","1990-01-01"
"MEXIQUE","ALFONSO REYES","DELEUZE GILLES","Bacon","La Différence","Philosophie","Aldus","1990-01-01"
"MEXIQUE","ALFONSO REYES","DELUMEAU JEAN","Le Fait religieux","Fayard","Sciences Sociales et Humaines","Siglo XXI","1990-01-01"
"MEXIQUE","ALFONSO REYES","DELUMEAU JEAN","Une histoire du paradis (tome I)","Fayard","Sciences Sociales et Humaines","Aguilar","1990-01-01"
"MEXIQUE","ALFONSO REYES","DELUMEAU JEAN","Une histoire du paradis (tome II)","Fayard","Sciences Sociales et Humaines","Aguilar","1990-01-01"
"MEXIQUE","ALFONSO REYES","DELUMEAU JEAN","Une histoire du paradis (tome III)","Fayard","Sciences Sociales et Humaines","Aguilar","1990-01-01"
"MEXIQUE","ALFONSO REYES","DERRIDA JACQUES","La Carte postale","Flammarion","Philosophie","Siglo XXI","1990-01-01"
"MEXIQUE","ALFONSO REYES","DERRIDA JACQUES","Un ton apocalyptique adopté naguère en philosophie","Galilée","Philosophie","Siglo XXI","1990-01-01"
"MEXIQUE","ALFONSO REYES","DES FORÊTS LOUIS-RENÉ","Le Bavard","Gallimard","Lettres","Seix Barral","1990-01-01"
"MEXIQUE","ALFONSO REYES","DESNOS ROBERT","Anthologie","Gallimard","Lettres","El Tucan De Virginia","1990-01-01"
"MEXIQUE","ALFONSO REYES","DIATKINE DANIEL, JEAMMET PHILIPPE, LEBOVICI SERGE, LUCAS GÉRARD, HOUZEL DIDIER GOLSE BERNARD & CAHN RAYMOND","La Psychanalyse infantile. L’héritage de Freud en l’an 2000",",","Sciences Sociales et Humaines","Éditorial Pax","1990-01-01"
"MEXIQUE","ALFONSO REYES","DIAZ LA SERNA IGNACIO (DE)","Du désordre de Dieu","Gallimard","Lettres","Santillana","1990-01-01"
"MEXIQUE","ALFONSO REYES","DIB MOHAMED","Le Sommeil d’Ève","Sindbad","Lettres","Joaquin Mortiz","1990-01-01"
"MEXIQUE","ALFONSO REYES","DU BOUCHET ANDRÉ","Recueil de poèmes","Mercure de France","Lettres","Aldus","1990-01-01"
